,word,frequency
19057,description.,1
19058,befriend,1
19059,"expect
",1
19060,secret.,2
19061,"upon.""
",1
19062,abashed,1
19063,I've,1
19064,jobbing,1
19065,"grey
",1
19066,harming,2
19067,wos,8
19068,so-,2
19069,wos.,1
19070,"wos,",1
19071,There'd,1
19072,doctors,1
19073,"tradesman
",1
19074,fardens-,2
19075,fardens!,2
19076,"half
",1
19077,quarter-,1
19078,cocking,1
19079,"sly,",1
19080,ah!,1
19081,'ud,1
19082,"imposing,",1
19083,sarse,1
19084,goose,1
19085,gander.,1
19086,here's,1
19087,leastways,1
19088,floppin',1
19089,ruinating-stark,1
19090,ruinating!,1
19091,Whereas,1
19092,"medical
",1
19093,doctors',1
19094,flop-,1
19095,floppings,1
19096,"patients,",1
19097,"rightly
",1
19098,t'other?,1
19099,"undertakers,",1
19100,"clerks,",1
19101,"sextons,",1
19102,"watchmen
",1
19103,(all,1
19104,awaricious,1
19105,"it),",1
19106,"get,",1
19107,prosper,2
19108,He'd,1
19109,"""Ugh!""",1
19110,"relenting,",1
19111,nevertheless.,1
19112,shocked,1
19113,humbly,2
19114,"""even",2
19115,"prevaricate,""",1
19116,practice-,1
19117,"""which",1
19118,general-light-job,1
19119,wishes.,1
19120,prevaricate,1
19121,"sir),",1
19122,mother;,1
19123,boy's,4
19124,father-,1
19125,sir-,1
19126,reg'lar,1
19127,"diggin',",1
19128,amends,2
19129,undug-,1
19130,diggin',1
19131,conwictions,1
19132,respectin',2
19133,futur',1
19134,keepin',1
19135,safe.,1
19136,wiping,1
19137,peroration,1
19138,"discourse,
",1
19139,respectfully,1
19140,goin',1
19141,"Subjects
",1
19142,plentiful,1
19143,fur,3
19144,porterage,1
19145,havin',1
19146,entreatin',1
19147,kep',1
19148,"back.""
",1
19149,repent,1
19150,action-,1
19151,"words.""
",1
19152,"""Adieu,",1
19153,"done?
",1
19154,"ensured
",1
19155,"once.""
",1
19156,"fell.
",2
19157,denounced.,1
19158,obviously,1
19159,"would.""
",1
19160,disappointment,1
19161,"arrest,
",1
19162,weakened,1
19163,overborne,1
19164,"anxiety
",1
19165,"altered
",1
19166,affected.,1
19167,"weep,",1
19168,careless.,1
19169,"misfortune,
",1
19170,"however.""
",1
19171,unprepared,1
19172,"interview,",1
19173,arrangement.,2
19174,"contrived,",1
19175,"things,""",1
19176,trouble.,1
19177,hope?,1
19178,"directly.""
",1
19179,attachment,1
19180,"look?""
",1
19181,"""Anxious",1
19182,"unhappy,",1
19183,"beautiful.""
",1
19184,"""Ah!""
",1
19185,grieving,1
19186,sigh-,1
19187,sob.,1
19188,"which),",1
19189,flaming,2
19190,"logs,",1
19191,riding-coat,1
19192,"top-boots,",1
19193,"vogue,",1
19194,surfaces,1
19195,"untrimmed,",1
19196,embers,1
19197,"log,",1
19198,"said.
",3
19199,Taking,1
19200,prisoners',2
19201,ucie,1
19202,"unexpectedly,",1
19203,quitted,1
19204,Leave,1
19205,Pass.,1
19206,"""Yours",1
19207,"wistfully.
",1
19208,seventy-eighth,1
19209,"year.""
",1
19210,life;,1
19211,occupied;,1
19212,"trusted,",1
19213,"respected,",1
19214,"boy.""
",1
19215,seventy-eight.,1
19216,"empty!""
",1
19217,Wouldn't,2
19218,God.,1
19219,"said.""
",1
19220,for;,1
19221,"""Surely,",1
19222,"surely.""
",1
19223,"to-night,
",1
19224,'I,3
19225,"attachment,",2
19226,creature;,1
19227,regard;,1
19228,serviceable,1
19229,by!',1
19230,seventy-eight,2
19231,"curses;
",1
19232,Carton;,1
19233,you:-,1
19234,off?,1
19235,Responding,1
19236,"""Twenty",1
19237,yes;,1
19238,smoothings,1
19239,preparings,1
19240,"remembrances
",1
19241,"old!),",1
19242,World,1
19243,confirmed,1
19244,"feeling!""",1
19245,"flush.
",1
19246,terminated,1
19247,coat;,1
19248,"theme,",1
19249,"young.""
",1
19250,Enough,1
19251,vagabond,1
19252,habits.,1
19253,prowl,1
19254,uneasy;,1
19255,reappear,1
19256,"Court
",1
19257,"unhappily.""
",1
19258,Spy,7
19259,"""turned",1
19260,"stones
",1
19261,"steps.""
",1
19262,"wood-sawyer,
",1
19263,"shop-door.
",1
19264,"inquisitively.
",1
19265,"Republic?""
",1
19266,Sixty-three,1
19267,mount,3
19268,complain,1
19269,exhausted.,1
19270,"droll,",1
19271,Samson.,1
19272,"Barber!""
",1
19273,"him--""
",1
19274,"""Shave?",1
19275,Always.,1
19276,barber!,1
19277,batch.,1
19278,Figure,1
19279,citizen;,2
19280,sixty-three,2
19281,"pipes!
",1
19282,Less,1
19283,pipes.,1
19284,Word,1
19285,"honour!""
",1
19286,grinning,1
19287,timed,1
19288,"executioner,",1
19289,"English,""",1
19290,"wear
",1
19291,"dress?""
",1
19292,"Frenchman.""
",1
19293,student,1
19294,"""Aha,",1
19295,Frenchman!,1
19296,"Englishman.""
",1
19297,droll,2
19298,"dog,""",1
19299,"persisted,",1
19300,"calling
",1
19301,glimmering,1
19302,pencil,1
19303,"step
",1
19304,"streets-
",1
19305,dirtier,1
19306,thoroughfares,1
19307,uncleansed,1
19308,terror-he,1
19309,chemist's,1
19310,"dim,
",1
19311,"tortuous,",1
19312,up-hill,1
19313,"thoroughfare,",1
19314,"small,
",1
19315,Giving,1
19316,"""Whew!""",1
19317,"chemist
",1
19318,whistled,1
19319,"""Hi!",1
19320,hi!,1
19321,"hi!""
",1
19322,"heed,",1
19323,chemist,1
19324,"citizen?""
",4
19325,"separate,",1
19326,citizen?,1
19327,"""Perfectly.""
",1
19328,Certain,1
19329,packets,1
19330,shop.,1
19331,"do,""
",1
19332,"""until",1
19333,"can't
",1
19334,"sleep.""
",1
19335,fast-sailing,1
19336,"clouds,",1
19337,negligence,1
19338,defiance.,1
19339,"end.
",1
19340,earliest,1
19341,"competitors
",1
19342,"promise,",1
19343,grave.,2
19344,"shadows,",1
19345,"sailing
",1
19346,resurrection,3
19347,Lord:,3
19348,believeth,6
19349,"live:
",1
19350,liveth,3
19351,"die.""
",3
19352,dominated,1
19353,to-morrow's,2
19354,victims,2
19355,"to-morrow's,",1
19356,"ship's
",1
19357,anchor,1
19358,"seek
",1
19359,horrors,1
19360,"churches,",1
19361,self-destruction,1
19362,priestly,1
19363,"impostors,
",1
19364,"plunderers,",1
19365,profligates;,1
19366,"burial-places,",1
19367,"reserved,
",1
19368,Eternal,2
19369,Sleep;,1
19370,"abounding
",1
19371,gaols;,1
19372,sixties,1
19373,"death
",1
19374,haunting,1
19375,Spirit,1
19376,"working
",1
19377,Guillotine;,1
19378,nightly,1
19379,"fury;
",1
19380,Seine,2
19381,coaches,2
19382,"abroad,",1
19383,riders,2
19384,liable,1
19385,"suspected,",2
19386,gentility,1
19387,trudged.,1
19388,theatres,1
19389,"filled,
",1
19390,theatre,1
19391,mud.,1
19392,loosed,1
19393,"kiss.
",1
19394,live:,3
19395,"whosoever
",2
19396,"calm
",2
19397,"steady,",1
19398,walked;,1
19399,"always.
",1
19400,bridge,2
19401,splashed,1
19402,river-walls,1
19403,Island,1
19404,cathedral,4
19405,"stars,",1
19406,Creation,1
19407,Death's,1
19408,"dominion.
",1
19409,burden,1
19410,rays.,1
19411,span,1
19412,"tide,",1
19413,"swift,",1
19414,"stream,
",1
19415,warmth,2
19416,afoot,1
19417,"lingered
",1
19418,eddy,1
19419,sea.-,1
19420,"trading-boat,",1
19421,"leaf,
",1
19422,track,1
19423,"disappeared,",1
19424,blindnesses,1
19425,"errors,",1
19426,ended,1
19427,surmise,1
19428,"bread,",1
19429,refresh,1
19430,"trial.
",1
19431,astir,1
19432,"a-buzz,",1
19433,sheep-,1
19434,dread-,1
19435,obscure,3
19436,"sustaining,",1
19437,"encouraging,",1
19438,"pitying
",1
19439,"tenderness,",1
19440,"healthy
",1
19441,brightened,1
19442,"glance,",1
19443,"exactly.
",1
19444,"procedure,",1
19445,ensuring,1
19446,reasonable,1
19447,"Revolution,",1
19448,"ceremonies,",1
19449,monstrously,1
19450,"abused,",1
19451,suicidal,1
19452,scatter,1
19453,"winds.
",1
19454,jury.,1
19455,republicans,1
19456,prominent,1
19457,perpetually,1
19458,hovering,1
19459,"lips,
",1
19460,"life-thirsting,",1
19461,"cannibal-looking,",1
19462,"juryman,",1
19463,"Jacques
",3
19464,"empanelled
",1
19465,"deer.
",1
19466,prosecutor.,1
19467,favourable,1
19468,"uncompromising,",1
19469,business-meaning,1
19470,approvingly;,1
19471,"strained
",1
19472,Released,1
19473,"Reaccused
",1
19474,retaken,1
19475,Indictment,1
19476,Suspected,1
19477,Denounced,1
19478,"Aristocrat,",2
19479,"tyrants,",1
19480,"proscribed,",1
19481,privileges,1
19482,"people.
",2
19483,"proscription,
",1
19484,"Law.
",1
19485,"Prosecutor.
",1
19486,"secretly?
",1
19487,"""Openly,",1
19488,"President.""
",2
19489,"whom?""
",1
19490,"""Three",1
19491,voices.,1
19492,wine-vendor,1
19493,"""Good.
",1
19494,"""Therese",1
19495,"""Good.""
",1
19496,"physician.""
",1
19497,uproar,1
19498,"seated.
",1
19499,"""President,",1
19500,"forgery
",1
19501,fraud.,1
19502,conspirator,1
19503,"child!""
",1
19504,tranquil.,1
19505,submission,1
19506,Law.,1
19507,Loud,1
19508,acclamations,2
19509,hailed,2
19510,rebuke.,1
19511,"bell,
",1
19512,"resumed.
",1
19513,"silent!""
",1
19514,Frantic,1
19515,raised.,1
19516,trembling;,1
19517,expounded,2
19518,"followed,",2
19519,screeched,1
19520,crowd:,1
19521,so?,1
19522,cannonier,1
19523,"fortress
",1
19524,"Patriots,",1
19525,commendations,1
19526,proceedings.,1
19527,bell;,1
19528,warming,1
19529,"encouragement,",1
19530,"shrieked,",1
19531,defy,1
19532,"bell!""",1
19533,wherein,1
19534,"commended.
",1
19535,"""Inform",1
19536,"Bastille,
",1
19537,"knew,""",1
19538,"raised,",4
19539,cell,4
19540,Tower.,1
19541,"Five,
",1
19542,"gun
",1
19543,"resolve,",1
19544,fellow-citizen,2
19545,gaoler.,1
19546,"closely.
",1
19547,hole,1
19548,"replaced,",1
19549,specimens,1
19550,"read.""
",2
19551,stillness-,1
19552,"reader,",1
19553,feasting,1
19554,"follows.
",1
19555,SUBSTANCE,1
19556,ALEXANDRE,1
19557,"MANETTE,",1
19558,Unfortunate,1
19559,resident,1
19560,"1767.
",1
19561,stolen,1
19562,laboriously,1
19563,pitying,1
19564,"dust.
",1
19565,"write
",2
19566,scrapings,1
19567,soot,1
19568,charcoal,1
19569,"chimney,
",1
19570,"captivity.
",1
19571,warnings,1
19572,"remain
",2
19573,"unimpaired,",1
19574,exact,3
19575,circumstantial-,1
19576,recorded,1
19577,"Judgment-seat.
",1
19578,cloudy,1
19579,twenty-second,1
19580,month),1
19581,"1757,",1
19582,quay,1
19583,"refreshment
",1
19584,frosty,1
19585,hour's,1
19586,Street,1
19587,"Medicine,",1
19588,apprehensive,1
19589,"stop.
",1
19590,rein,1
19591,answered.,1
19592,"cloaks,",1
19593,"younger,",2
19594,"alike,",2
19595,"stature,",1
19596,see),1
19597,"""'You",4
19598,Manette?',1
19599,"""'I",8
19600,"am.'
",1
19601,"""'Doctor",1
19602,"Beauvais,'",1
19603,"'the
",1
19604,expert,1
19605,"surgeon,",1
19606,"Paris?'
",1
19607,"""'Gentlemen,'",2
19608,"graciously.'
",1
19609,"""'We",2
19610,"residence,'",1
19611,'and,1
19612,"carriage?'
",2
19613,"imperious,",1
19614,armed.,1
19615,'pardon,1
19616,"assistance,",1
19617,"summoned.'
",1
19618,"'Doctor,
",1
19619,clients,1
19620,assures,1
19621,Enough.,1
19622,"comply,",1
19623,steps.,1
19624,"speed.
",1
19625,constraining,1
19626,wander,1
19627,task.,1
19628,hiding-place.,1
19629,two-thirds,1
19630,Barrier-,1
19631,estimate,1
19632,"avenue,
",1
19633,"alighted,
",1
19634,"walked,",1
19635,footpath,1
19636,garden,2
19637,"neglected
",1
19638,"overflowed,",1
19639,"opened
",2
19640,"glove,",1
19641,commonly,1
19642,arm;,1
19643,"perceived
",1
19644,twin,1
19645,"brothers.
",2
19646,alighting,1
19647,"locked,",1
19648,"relocked),",1
19649,proceeding,1
19650,chamber.,1
19651,louder,1
19652,young;,1
19653,twenty.,1
19654,sashes,1
19655,handkerchiefs.,1
19656,bonds,1
19657,portions,1
19658,fringed,1
19659,scarf,3
19660,armorial,1
19661,bearings,1
19662,"Noble,",1
19663,"E.
",1
19664,contemplation,2
19665,patient;,1
19666,strivings,1
19667,suffocation.,1
19668,relieve,2
19669,breathing;,1
19670,embroidery,1
19671,"dilated
",1
19672,piercing,3
19673,'My,4
19674,brother!',2
19675,'Hush!',3
19676,shrieks,2
19677,"brother!'
",1
19678,variation,1
19679,"order,",1
19680,"cessation,",1
19681,utterance,2
19682,"""'How",2
19683,"long,'",1
19684,'has,1
19685,"lasted?'
",1
19686,distinguish,1
19687,younger;,1
19688,exercised,1
19689,'Since,1
19690,"night.'
",1
19691,"""'She",5
19692,"brother?'
",2
19693,"""'A",2
19694,"brother.'
",1
19695,"'No.'
",1
19696,recent,1
19697,"twelve?'
",1
19698,impatiently,1
19699,'With,1
19700,"o'clock?'
",1
19701,"""'See,",1
19702,"gentlemen,'",1
19703,"breast,
",1
19704,'how,1
19705,provided.,1
19706,medicines,3
19707,"place.'
",1
19708,"haughtily,",1
19709,"'There
",1
19710,here;',1
19711,"bottles,",1
19712,stoppers,1
19713,narcotic,1
19714,"medicines
",1
19715,poisons,1
19716,"those.
",1
19717,"""'Do",2
19718,them?',1
19719,"brother.
",2
19720,"them,'",1
19721,"difficulty,",2
19722,"efforts,",1
19723,dose,1
19724,give.,1
19725,"influence,",2
19726,"suppressed
",1
19727,(wife,1
19728,"down-stairs),",1
19729,"retreated
",1
19730,"decayed,",1
19731,"indifferently
",1
19732,furnished-,1
19733,"evidently,",1
19734,temporarily,1
19735,used.,1
19736,hangings,1
19737,nailed,1
19738,"deaden
",1
19739,shrieks.,1
19740,frenzy,1
19741,"violent,",1
19742,unfastened,1
19743,bandages,1
19744,restraining,1
19745,"painful.
",1
19746,spark,1
19747,encouragement,1
19748,tranquillised,1
19749,cries;,1
19750,pendulum,1
19751,"regular.
",1
19752,"assume),",1
19753,"""'There",2
19754,"patient.'
",1
19755,'Is,1
19756,"case?'
",1
19757,"see,'",1
19758,carelessly,1
19759,answered;,2
19760,"staircase,
",1
19761,stable.,1
19762,"plastered
",1
19763,tiled,1
19764,across.,1
19765,Hay,1
19766,"stored
",1
19767,fagots,1
19768,"firing,",1
19769,apples,1
19770,sand.,1
19771,circumstantial,1
19772,unshaken.,1
19773,"details,",1
19774,hay,2
19775,cushion,1
19776,boy-,1
19777,most.,1
19778,clenched,3
19779,dying,6
19780,"point.
",1
19781,"doctor,",1
19782,"fellow,'",1
19783,'Let,1
19784,"it.'
",2
19785,"examined,'",1
19786,'let,1
19787,"be.'
",1
19788,soothed,2
19789,"sword-thrust,",1
19790,ebbing,1
19791,"bird,",1
19792,"hare,",1
19793,rabbit;,1
19794,"fellow-creature.
",1
19795,monsieur?',1
19796,"I.
",2
19797,crazed,2
19798,dog!,1
19799,serf!,1
19800,Forced,1
19801,brother's,3
19802,sword-,1
19803,"gentleman.'
",1
19804,"sorrow,",2
19805,acknowledge,1
19806,"inconvenient
",1
19807,"routine
",1
19808,"fate.
",1
19809,"""'Doctor,",2
19810,"proud,",1
19811,Nobles;,1
19812,"dogs
",1
19813,sometimes.,2
19814,outrage,1
19815,"kill
",1
19816,She-,1
19817,"Doctor?'
",2
19818,distance.,2
19819,"her.'
",1
19820,"rights,
",1
19821,"Nobles,",1
19822,modesty,1
19823,"sisters,",1
19824,"years,
",1
19825,girls,1
19826,girl.,2
19827,betrothed,1
19828,too:,1
19829,tenant,1
19830,tenants,1
19831,his-,1
19832,stands,6
19833,"race.'
",1
19834,"bodily
",1
19835,speak;,1
19836,"emphasis.
",1
19837,Beings-,1
19838,"obliged
",1
19839,"mill,
",1
19840,"crops,",1
19841,forbidden,1
19842,"pinaged
",1
19843,plundered,1
19844,"fear,",2
19845,shutters,2
19846,"closed,
",1
19847,"robbed,",1
19848,"hunted,",1
19849,"barren
",1
19850,"out!'
",1
19851,"bursting
",1
19852,somewhere;,2
19853,"""'Nevertheless,",1
19854,ailing,1
19855,"lover,",1
19856,"tend
",1
19857,cottage-,1
19858,"dog-hut,",1
19859,admired,1
19860,lend,1
19861,"virtuous,",1
19862,hated,1
19863,hatred,2
19864,"mine.
",2
19865,"willing?'
",1
19866,"looker-on,",1
19867,"true.
",1
19868,opposing,1
19869,"see,
",1
19870,"gentleman's,",1
19871,"indifference;
",1
19872,"peasant's,",1
19873,trodden-down,1
19874,Rights,2
19875,Nobles,2
19876,harnessed,1
19877,quieting,1
19878,"frogs,",1
19879,"noble
",1
19880,disturbed.,2
19881,"mists
",1
19882,persuaded.,1
19883,Taken,1
19884,"noon,",1
19885,feed-,1
19886,food-,1
19887,sobbed,1
19888,"bosom.'
",1
19889,"determination
",1
19890,"clenched,",1
19891,"wound.
",1
19892,"""'Then,",1
19893,"aid,",1
19894,brother-,1
19895,now-,3
19896,away-,1
19897,"pleasure
",1
19898,"diversion,",2
19899,burst;,1
19900,"spoke
",1
19901,another),1
19902,"least,
",1
19903,vassal.,1
19904,tracked,1
19905,sword,3
19906,hand.-,1
19907,window?,1
19908,"here?'
",1
19909,narrowing,1
19910,"struggle.
",1
19911,whip.,1
19912,draw.,1
19913,blood;,1
19914,defend,1
19915,"himself-
",1
19916,"life.'
",1
19917,hay.,1
19918,gentleman's.,1
19919,"soldier's.
",1
19920,"""'Now,",1
19921,lift,5
19922,"he?'
",1
19923,"""'He",1
19924,"here,'",1
19925,supporting,1
19926,"""'He!",1
19927,Proud,1
19928,"him.'
",1
19929,knee.,1
19930,"completely:
",1
19931,obliging,1
19932,"""'Marquis,'",1
19933,"wide,
",1
19934,'in,3
19935,"race,
",1
19936,cross,4
19937,"answered
",1
19938,separately.,1
19939,"""Twice,",1
19940,"laid
",1
19941,bedside,1
19942,continuity.,1
19943,advanced.,1
19944,abated,1
19945,distinctness,1
19946,brother!,1
19947,"seven,",1
19948,"eight,",1
19949,"eleven,",1
19950,twelve.,1
19951,"Hush!'
",1
19952,twenty-six,1
19953,falter.,1
19954,"dead.
",1
19955,lulled,1
19956,storm.,1
19957,"assist
",1
19958,torn.,1
19959,expectations,1
19960,arisen;,1
19961,"""'Is",1
19962,dead?',2
19963,"horse.
",1
19964,"""'Not",1
19965,"dead,'",2
19966,I;,1
19967,'but,1
19968,"die.'
",1
19969,"""'What",1
19970,bodies!',1
19971,"curiosity.
",1
19972,prodigious,1
19973,"strength,'",1
19974,"despair.'
",1
19975,"moved
",1
19976,"voice,
",1
19977,"hinds,
",1
19978,recommended,1
19979,invited.,1
19980,Ile,1
19981,"of.'
",1
19982,patient's,1
19983,avoided,1
19984,"answering.
",1
19985,"""'Monsieur,'",1
19986,"profession,",1
19987,confidence.',1
19988,"trace,",1
19989,"severe,",1
19990,underground,1
19991,total,1
19992,abridge,1
19993,narrative.,1
19994,memory;,1
19995,"recall,",1
19996,"detail,
",1
19997,week.,1
19998,syllables,1
19999,placing,2
20000,Until,1
20001,"save
",2
20002,jealously,1
20003,curtain,1
20004,if-,1
20005,"dying
",1
20006,"younger
",1
20007,him),1
20008,boy.,2
20009,degrading,1
20010,ridiculous.,1
20011,disliked,2
20012,"deeply,",1
20013,smoother,1
20014,elder;,1
20015,incumbrance,1
20016,midnight-,1
20017,"watch,
",1
20018,wrongs,1
20019,"down-stairs,",1
20020,"bedside,",1
20021,"riding-whips,",1
20022,"""'At",1
20023,"brother,'",1
20024,postponed,1
20025,taking.,1
20026,rouleau,2
20027,gold.,1
20028,"accept
",1
20029,"""'Pray",1
20030,"me,'",1
20031,'Under,1
20032,"no.'
",1
20033,"mine
",1
20034,"weary,",2
20035,weary-,1
20036,misery.,1
20037,"""Early",1
20038,outside.,1
20039,"decided,",1
20040,stating,2
20041,cases,1
20042,"summoned,",1
20043,gone:,3
20044,immunities,1
20045,"wife;
",1
20046,"apprehension
",1
20047,compromised,1
20048,"possessed.
",1
20049,"letter
",2
20050,"completed,",1
20051,"waited,",2
20052,unequal,1
20053,"benumbed,",1
20054,"dreadful.
",1
20055,"engaging,",1
20056,"handsome,",1
20057,Evremonde.,4
20058,initial,1
20059,embroidered,1
20060,"scarf,",1
20061,arriving,1
20062,"lately.
",1
20063,"accurate,",1
20064,conversation.,1
20065,watched.,1
20066,"discovered,",2
20067,facts,1
20068,share,1
20069,"distress,",1
20070,sympathy.,1
20071,avert,1
20072,wrath,1
20073,hateful,1
20074,believing,1
20075,"living,
",1
20076,inducement,1
20077,relying,1
20078,abode.,1
20079,"Whereas,",1
20080,"warning,",2
20081,"to-day.
",1
20082,marriage.,2
20083,distrusted,1
20084,"""'For",1
20085,"Doctor,'",1
20086,"'I
",1
20087,otherwise.,1
20088,presentiment,1
20089,atonement,1
20090,own-,1
20091,jewels-I,1
20092,"bestow,
",1
20093,"discovered.'
",1
20094,caressing,2
20095,'It,1
20096,thine,1
20097,Thou,1
20098,wilt,1
20099,"faithful,",1
20100,Charles?',1
20101,"bravely,",1
20102,'Yes!',1
20103,sealed,1
20104,up-stairs.,1
20105,wife-,2
20106,heart!,1
20107,wife!-,1
20108,urgent,1
20109,Rue,1
20110,"Honore,",2
20111,"waiting.
",1
20112,tightly,1
20113,pinioned.,1
20114,"road
",1
20115,gesture.,1
20116,pocket,1
20117,lantern,1
20118,"held,",1
20119,foot.,1
20120,GOD,1
20121,grant,2
20122,"alive
",1
20123,dead-,1
20124,"descendants,",2
20125,"1767,",1
20126,unbearable,1
20127,"earth.""
",1
20128,document,1
20129,articulate,1
20130,narrative,2
20131,passions,1
20132,"need,",1
20133,"auditory,",1
20134,captured,1
20135,biding,1
20136,anathematised,1
20137,"wrought
",1
20138,register.,1
20139,virtues,2
20140,services,1
20141,"denunciation.
",1
20142,denouncer,1
20143,aspirations,1
20144,imitations,1
20145,"antiquity,",1
20146,self-immolations,1
20147,altar.,1
20148,Therefore,1
20149,"President
",1
20150,(else,1
20151,"shoulders),",1
20152,rooting,1
20153,obnoxious,1
20154,"Aristocrats,",1
20155,"orphan,",2
20156,"excitement,",1
20157,"patriotic
",1
20158,"fervour,",1
20159,"sympathy.
",1
20160,"Doctor?""",1
20161,"""Save",1
20162,juryman's,1
20163,"vote,",1
20164,"Roar
",1
20165,"roar.
",1
20166,Unanimously,1
20167,voted.,1
20168,descent,1
20169,"enemy
",1
20170,notorious,1
20171,oppressor,1
20172,Back,1
20173,four-and-twenty,1
20174,"hours!
",1
20175,"DUSK
",1
20176,WRETCHED,1
20177,WIFE,1
20178,"sentence,",2
20179,mortally,1
20180,stricken.,1
20181,"uttered
",1
20182,uphold,1
20183,augment,1
20184,"shock.
",1
20185,Judges,1
20186,demonstration,2
20187,adjourned.,1
20188,court's,1
20189,emptying,1
20190,stretching,1
20191,"consolation.
",1
20192,once!,1
20193,"embrace
",1
20194,"moment.""",1
20195,acquiesced,1
20196,seats,1
20197,"he,
",1
20198,"dock,",1
20199,fold,1
20200,"""Farewell,",1
20201,"rest!""
",1
20202,above:,1
20203,"moment!""",1
20204,by-and-bye;,1
20205,"can,",2
20206,"crying:
",1
20207,no!,1
20208,underwent,1
20209,antipathy,1
20210,"conquered,",1
20211,wring,1
20212,shriek,1
20213,"anguish.
",1
20214,"otherwise,""",1
20215,"always-vain
",1
20216,"happier
",1
20217,"comforted,",1
20218,"prayer,",1
20219,"turned,
",1
20220,issuing,1
20221,"moved,
",1
20222,flush,1
20223,coach?,1
20224,"weight.""
",1
20225,"driver.
",1
20226,gateway,1
20227,"rough
",1
20228,"trodden,",1
20229,rhe,1
20230,rooms.,1
20231,"couch,",1
20232,"herself,""",1
20233,"latter,
",1
20234,"""she",1
20235,"consciousness,",1
20236,"faints.""
",1
20237,"Carton!""",1
20238,grief.,1
20239,"""Now
",1
20240,"mamma,
",1
20241,papa!,1
20242,blooming,1
20243,"mother.
",1
20244,paused-,1
20245,"touched
",1
20246,"grandchildren
",1
20247,"following,",1
20248,"latter:
",1
20249,tried.,1
20250,"judges,",1
20251,recognisant,1
20252,services;,1
20253,assurances,1
20254,"did.""",1
20255,"""Try",1
20256,"afternoon
",1
20257,"try.""
",1
20258,"never,""",1
20259,"together,
",1
20260,try!,1
20261,effort.,1
20262,"not.""
",1
20263,Prosecutor,1
20264,stay!,1
20265,celebration,1
20266,accessible,1
20267,"dark.""
",1
20268,forlorner,1
20269,delayed,1
20270,dark.,2
20271,speed;,1
20272,nothing!,1
20273,"powers,",1
20274,"""Immediately",1
20275,stretch,1
20276,"yourself?""
",1
20277,"prosper!""
",1
20278,supposition;,1
20279,them!-,1
20280,durst,1
20281,axe,2
20282,"sound.""
",1
20283,"despond,""",1
20284,gently;,1
20285,grieve.,1
20286,consolatory,1
20287,'his,1
20288,wantonly,1
20289,"wasted,'",1
20290,drying,1
20291,"right.
",3
20292,perish;,1
20293,perish:,1
20294,"DARKNESS
",1
20295,"go.
",1
20296,"nine,""",1
20297,musing,1
20298,myself?,1
20299,"here;
",1
20300,preparation.,1
20301,"out!""
",1
20302,traced,1
20303,consequences.,1
20304,"impression
",1
20305,confirmed.,1
20306,"best,""",1
20307,"Antoine.
",1
20308,suburb.,1
20309,dinner.,1
20310,hearth,1
20311,"refreshed,",1
20312,shop-window,1
20313,"cravat,",1
20314,"coat-collar,",1
20315,"Defarge's,",1
20316,croaking,1
20317,member,1
20318,"indifferent
",1
20319,French),1
20320,"keener,",2
20321,"advanced
",1
20322,"""English?""",1
20323,inquisitively,1
20324,"eyebrows.
",1
20325,accent.,1
20326,yes.,1
20327,"English!""
",1
20328,Jacobin,1
20329,journal,1
20330,pore,1
20331,puzzling,1
20332,"Evremonde!""
",2
20333,"Evening.
",1
20334,"""How?""
",1
20335,"evening.""
",1
20336,"""Certainly,",1
20337,"like.""",2
20338,pacifically,1
20339,"madame.""",1
20340,"faith!
",1
20341,"slow
",1
20342,"low.
",1
20343,"Jacobin
",1
20344,"editor,",1
20345,"stop?
",1
20346,"stop?""
",1
20347,"somewhere.
",1
20348,"where?""
",1
20349,"extermination,""",1
20350,"madame.
",1
20351,"approved.
",1
20352,"""Extermination",1
20353,"doctrine,",1
20354,troubled;,1
20355,to-day;,1
20356,contemptuously,2
20357,angrily.,1
20358,"face!""
",1
20359,"observed,",1
20360,"deprecatory
",1
20361,"anguish
",1
20362,"daughter,""",1
20363,"""yes,",1
20364,"finger--!""",1
20365,listener's,1
20366,"paper),",1
20367,"ledge
",1
20368,"dropped.
",1
20369,"superb!""",1
20370,"Juryman.
",1
20371,"Angel!""",1
20372,"implacably,",1
20373,"husband,
",4
20374,depended,2
20375,thee-,1
20376,thou,5
20377,"wouldst
",1
20378,rescue,1
20379,protested,2
20380,wrathfully;,1
20381,Vengeance;,2
20382,both!,1
20383,Listen!,1
20384,"oppressors,",1
20385,"register,",1
20386,extermination.,1
20387,brings,1
20388,lamp.,1
20389,"communicate.
",1
20390,smite,2
20391,"'Defarge,",1
20392,"sea-shore,",1
20393,"paper
",1
20394,"describes,",1
20395,"mortally
",1
20396,sister's,1
20397,summons,1
20398,descends,2
20399,me!',1
20400,Wind,2
20401,"stop,""",1
20402,hearers,1
20403,"nature
",1
20404,wrath-,1
20405,listener,1
20406,"minority,
",1
20407,stop;,1
20408,Customers,1
20409,perplexedly,1
20410,"asked,
",1
20411,Palace.,1
20412,"reflections
",1
20413,seize,2
20414,"deep.
",1
20415,appointment.,1
20416,"quitted
",1
20417,mediation,1
20418,slight.,1
20419,"be?
",2
20420,ten;,1
20421,unwilling,2
20422,midnight.,1
20423,twelve;,1
20424,discussing,1
20425,"absence,",1
20426,stairs.,1
20427,"lost.
",1
20428,known.,1
20429,"staring
",1
