course_name,instructor,course url,course image,course description,reviews_avg,reviews_count,course_duration,lectures_count,level,price_after_discount,main_price,course_flag,students_count,,,,
JavaScript: Understanding ES6 and Beyond,Anthony Alicea,https://www.udemy.com/course/javascript-understanding-es6-and-beyond/,https://img-b.udemycdn.com/course/240x135/4574092_c953_2.jpg,Deeply understand JavaScript’s newest features,Rating: 4.8 out of 5,250 reviews,3 total hours,42 lectures,Intermediate,Current price: E£229.99,Original price: E£719.99,,"1,986 students",,,,
"Microservices Observability, Resilience, Monitoring on .Net",Mehmet Ozkaya,https://www.udemy.com/course/microservices-observability-resilience-monitoring-on-net/,https://img-b.udemycdn.com/course/240x135/3958562_cadd_4.jpg,"Microservices Observability with Distributed Logging, Health Monitoring, Resilient and Fault Tolerance with using Polly",Rating: 4.6 out of 5,250 reviews,9.5 total hours,51 lectures,Intermediate,Current price: E£269.99,Original price: E£719.99,,"3,185 students",,,,
Build modern responsive websites with HTML5 and CSS3,Bihan Mahadewa,https://www.udemy.com/course/create-modern-websites/,https://img-b.udemycdn.com/course/240x135/1859264_58cf.jpg,Create a responsive website as quickly as possible with the latest technologies. Enroll with this course now.,Rating: 4.4 out of 5,250 reviews,8 total hours,56 lectures,All Levels,Current price: E£229.99,"Original price: E£1,199.99",,"45,481 students",,,,
3D Modeling in Blender 2.8 for Unity Video Game Developers,Billy McDaniel,https://www.udemy.com/course/3d-modeling-in-blender-2-8-for-unity-video-game-developers/,https://img-b.udemycdn.com/course/240x135/923770_6cde.jpg,Indie Video Game Developers Learn How to Design Low-Poly 3D Props for Prototyping Games with Blender 2.8 & Unity 2018.2,Rating: 4.8 out of 5,250 reviews,8 total hours,63 lectures,Beginner,Current price: E£229.99,Original price: E£449.99,,"1,460 students",,,,
Basic HTML & CSS for beginners (Build One Project),Reyes Sandria,https://www.udemy.com/course/basic-html-and-css-for-beginners/,https://img-b.udemycdn.com/course/240x135/1811476_46d9.jpg,Build your programming career with the ultimate basic HTML5 & CSS course!,Rating: 4.0 out of 5,249 reviews,4.5 total hours,49 lectures,Beginner,Current price: E£199.99,Original price: E£229.99,,"6,980 students",,,,
Basic HTML & CSS for beginners (Build One Project),Nelson Jamal,https://www.udemy.com/course/expressjs-node-mongodb/,https://img-b.udemycdn.com/course/240x135/1676008_8f6c_5.jpg,Fast development never been easy,Rating: 4.2 out of 5,249 reviews,2.5 total hours,35 lectures,All Levels,Current price: E£269.99,Original price: E£719.99,,"6,980 students",,,,
"Database Engineer/DBA - (PostgreSQL, IBM-DB2, MariaDB,NoSQL)",Bluelime Learning Solutions,https://www.udemy.com/course/database-engineerdba-postgresql-ibm-db2-mariadbnosql/,https://img-b.udemycdn.com/course/240x135/4051480_46df.jpg,Practical Database Engineering | Administration,Rating: 4.2 out of 5,249 reviews,18 total hours,191 lectures,Beginner,Current price: E£229.99,Original price: E£599.99,,"30,352 students",,,,
Learn Java Programming - Beginners guide 2022,Mark Nielsen,https://www.udemy.com/course/learn-java-programming-from-beginner-to-pro-2020/,https://img-b.udemycdn.com/course/240x135/2404700_b3cc_2.jpg,Learn Java Programming And Become a Software Developer.,Rating: 4.9 out of 5,249 reviews,4 total hours,49 lectures,Beginner,Current price: E£229.99,"Original price: E£1,199.99",,"24,214 students",,,,
"What's New in C# 6, C# 7 and Visual Studio 2017",Engineer Spock,https://www.udemy.com/course/csharp6-csharp7-vs2017/,https://img-b.udemycdn.com/course/240x135/1060936_ef21_5.jpg,"Learn new features of C# 6, C# 7 and Visual Studio 2017 on practical examples",Rating: 4.3 out of 5,249 reviews,1 total hour,29 lectures,All Levels,Current price: E£199.99,Original price: E£229.99,,"7,425 students",,,,
iOS 13 & Swift 5:  Chat App With Firestore | MVVM,Stephan Dowless,https://www.udemy.com/course/ios-13-swift-5-chat-app-with-firestore-mvvm/,https://img-b.udemycdn.com/course/240x135/2818299_1f19.jpg,Real Time Chat App with Cloud Firestore & Swift 5,Rating: 4.8 out of 5,249 reviews,9 total hours,42 lectures,Intermediate,Current price: E£269.99,"Original price: E£1,299.99",,"1,045 students",,,,
Become a Front End Web Developer - JavaScript for Beginners,Chandrasekaran Janardhanan,https://www.udemy.com/course/start-js/,https://img-b.udemycdn.com/course/240x135/3706014_16ba_2.jpg,"Best JavaScript course for beginners with step by step instructions. Learn basics, ES6, DOM and AJAX with mini project.",Rating: 4.5 out of 5,249 reviews,15.5 total hours,334 lectures,Beginner,Current price: E£199.99,Original price: E£229.99,,"25,753 students",,,,
Ionic 3 - Learn How to Design Ionic Apps,Tinashe Munyaka,https://www.udemy.com/course/design-ionic-apps/,https://img-b.udemycdn.com/course/240x135/1211226_b622.jpg,Improve your Ionic Framework knowledge by learning how to design & develop Ionic Mobile Apps.,Rating: 4.3 out of 5,249 reviews,3.5 total hours,46 lectures,All Levels,Current price: E£229.99,"Original price: E£1,199.99",,"3,239 students",,,,
neural networks for sentiment and stock price prediction,Dan We,https://www.udemy.com/course/neural-networks-for-stock-price-prediction-and-sentiment/,https://img-b.udemycdn.com/course/240x135/2062941_0a75_2.jpg,How to predict stock prices with neural networks and sentiment with neural networks. Machine learning hands on data scie,Rating: 4.3 out of 5,249 reviews,3 total hours,21 lectures,Beginner,Current price: E£269.99,Original price: E£849.99,,"1,414 students",,,,
Introduction to VHDL for FPGA and ASIC design,Scott Dickson,https://www.udemy.com/course/introduction-to-vhdl-for-fpga-and-asic-design/,https://img-b.udemycdn.com/course/240x135/3353976_617f_2.jpg,From VHDL basics to sophisticated testbench coding,Rating: 4.7 out of 5,249 reviews,9 total hours,24 lectures,Beginner,Current price: E£229.99,Original price: E£319.99,Bestseller,"1,322 students",,,,
Git and GitHub from scratch,"CoolMentors IT, Damian Dapit",https://www.udemy.com/course/git-and-github-from-scratch/,"data:image/svg+xml,%3Csvg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 260 145""%3E%3C/svg%3E",Basics of the most popular version control system for people who has not used Git and GitHub before,Rating: 4.5 out of 5,248 reviews,5 total hours,24 lectures,Beginner,Current price: E£199.99,Original price: E£229.99,,"20,577 students",,,,
Learn C#: Make a Databased App with Entity Framework,"Matt Turner, MPire Training",https://www.udemy.com/course/learn-c-make-a-databased-app-with-entity-framework/,https://img-b.udemycdn.com/course/240x135/144876_3ce8_4.jpg,Learn how to create an application in C# that can generate it's own database using Entity Framework and Code First.,Rating: 4.3 out of 5,248 reviews,2.5 total hours,24 lectures,Intermediate,Current price: E£199.99,Original price: E£229.99,,"1,400 students",,,,
Introduction to Java Programming for Online Learners,Brian Gorman,https://www.udemy.com/course/learning-to-program-in-java-a-supplement-for-online-academic-learners/,https://img-b.udemycdn.com/course/240x135/12975_4998_7.jpg,"Supplemental instruction on java concepts found in online programming courses,  designed to help students truly learn.",Rating: 4.1 out of 5,248 reviews,23 total hours,135 lectures,Beginner,Current price: E£269.99,"Original price: E£1,399.99",,"2,289 students",,,,
Introduction to Web AR development,HiuKim Yuen,https://www.udemy.com/course/introduction-to-web-ar-development/,https://img-b.udemycdn.com/course/240x135/4402109_c7ab.jpg,"with webXR, mindAR, three.js and tensorflow.js",Rating: 4.5 out of 5,248 reviews,5 total hours,48 lectures,Beginner,Current price: E£229.99,Original price: E£349.99,,"1,681 students",,,,
React + Shopify (Headless CMS): Build a Custom Storefront,Working With Shopify,https://www.udemy.com/course/build-a-custom-shopify-storefront-using-react-headless-cms/,https://img-b.udemycdn.com/course/240x135/2849582_73de_3.jpg,"Headless Shopify Storefront using the Shopify API, React Hooks, Context, and Chakra UI (Faster than Shopify Themes)",Rating: 3.9 out of 5,248 reviews,3 total hours,19 lectures,Beginner,Current price: E£199.99,Original price: E£229.99,,"1,927 students",,,,
Next JS & Typescript with Shopify Integration - Full Guide,"Eincode by Filip Jerga, Filip Jerga",https://www.udemy.com/course/next-js-typescript-with-shopify-integration-full-guide/,https://img-b.udemycdn.com/course/240x135/4111264_2104_2.jpg,Learn modern Next JS(Next 10+). Code everything in Typescript and integrate with Shopify. Professional app architecture.,Rating: 4.2 out of 5,248 reviews,28 total hours,237 lectures,All Levels,Current price: E£319.99,Original price: E£849.99,,"2,435 students",,,,
"Power BI Masterclass 8 - Python, Finance, and advanced DAX",Dan We,https://www.udemy.com/course/power-bi-masterclass-8-python-finance-and-advanced-dax/,https://img-b.udemycdn.com/course/240x135/1898600_5f66_3.jpg,How to become a data analyst and learn Power BI fast. Power BI data scientist python  Power BI Data Science,Rating: 4.8 out of 5,248 reviews,3.5 total hours,23 lectures,Beginner,Current price: E£269.99,"Original price: E£1,399.99",,"1,512 students",,,,
JavaScript AJAX PHP mySQL create a Dynamic web Form project,Laurence Svekis,https://www.udemy.com/course/javascript-ajax-php-mysql-create-a-comment-submission-form/,https://img-b.udemycdn.com/course/240x135/597442_1b1f_5.jpg,Use JavaScript and PHP to create a database submission AJAX form.  Project using JSON AJAX PHP mySQL JavaScript together,Rating: 3.2 out of 5,248 reviews,3.5 total hours,33 lectures,All Levels,Current price: E£269.99,Original price: E£719.99,,"37,522 students",,,,
Python Programming for Beginners and Kids - Anyone Can Code,Matt Bohn,https://www.udemy.com/course/python-for-beginners-anyone-can-code/,https://img-b.udemycdn.com/course/240x135/2773488_8963.jpg,"Beginners can learn Python programming by coding fun programs.  Learn Python 3 basics, 2D graphics, and create a game.",Rating: 4.7 out of 5,248 reviews,12 total hours,163 lectures,Beginner,Current price: E£229.99,Original price: E£779.99,,"8,886 students",,,,
Get a Job As a Web Developer: A Step-by-Step Guide,Kalob Taulien,https://www.udemy.com/course/get-a-job-career-as-a-frontend-web-developer-step-by-step-guide/,https://img-b.udemycdn.com/course/240x135/1353518_1c96_2.jpg,"Tips, tricks and industry secrets to help you land that web development job! A step-by-step guide to getting hired.",Rating: 4.7 out of 5,248 reviews,3 total hours,50 lectures,All Levels,Current price: E£269.99,"Original price: E£1,299.99",,"1,604 students",,,,
jQuery Course Beginner to Professional jQuery for beginners,Laurence Svekis,https://www.udemy.com/course/jquery-course/,https://img-b.udemycdn.com/course/240x135/1463186_f962_5.jpg,jQuery for beginners jQuery Exercises Included with Source Code. Create Dynamic Interactive web content jQuery Coding,Rating: 4.4 out of 5,248 reviews,15.5 total hours,195 lectures,All Levels,Current price: E£229.99,"Original price: E£1,199.99",,"5,111 students",,,,
JavaFX tutorial: Learn JavaFX with Examples,Deepika Khanna,https://www.udemy.com/course/javafx-tutorial-beginners/,https://img-b.udemycdn.com/course/240x135/1428640_50e2_6.jpg,Create amazing Java GUI applications with this hands-on JavaFX course.Become a pro in JavaFX by leveraging JavaFX API,Rating: 4.7 out of 5,247 reviews,7.5 total hours,54 lectures,Beginner,Current price: E£229.99,Original price: E£849.99,,"2,098 students",,,,
React JS Notes App & Crash Course,Dennis Ivy,https://www.udemy.com/course/react-crash-course/,https://img-b.udemycdn.com/course/240x135/4276378_ecf3_3.jpg,Learn React while building a cool notes application,Rating: 3.8 out of 5,247 reviews,2.5 total hours,11 lectures,Beginner,Current price: E£199.99,Original price: E£229.99,,"10,439 students",,,,
"Web Scraping in Python BeautifulSoup, Selenium & Scrapy 2022",Frank Andrade,https://www.udemy.com/course/web-scraping-course-in-python-bs4-selenium-and-scrapy/,https://img-b.udemycdn.com/course/240x135/4202866_e521.jpg,"Must-have skill for Data Science in 2022 | Web Scraping & Web Automation  | 4 projects in BS4, Selenium & Scrapy",Rating: 4.6 out of 5,247 reviews,9 total hours,81 lectures,All Levels,Current price: E£269.99,Original price: E£349.99,,"1,566 students",,,,
JQuery Bootcamp 2021,"Fahad Chaudhry, Usman Raoof",https://www.udemy.com/course/complete-jquery-developer-course-beginner-to-pro/,https://img-b.udemycdn.com/course/240x135/877124_7c00_7.jpg,In 2021 learn jQuery with UI 22 Hours+ Content. Everything is covered in Details!,Rating: 3.8 out of 5,247 reviews,22.5 total hours,189 lectures,All Levels,Current price: E£229.99,"Original price: E£1,199.99",,"7,079 students",,,,
SQL for Beginners with Microsoft SQL Server Database,Anil Batra,https://www.udemy.com/course/sql-with-microsoft-sql-server/,https://img-b.udemycdn.com/course/240x135/2545535_b32f_3.jpg,Step by Step guide for learning SQL. Go from Zero to Hero and learn SQL with Microsoft SQL Server Database.,Rating: 4.8 out of 5,247 reviews,2.5 total hours,26 lectures,Beginner,Current price: E£269.99,"Original price: E£1,399.99",,815 students,,,,
iOS Push Notifications: Beginner to Advanced,"Devslopes by Mark Wahlbeck, Kyle Lee",https://www.udemy.com/course/ios-push-notifications/,https://img-b.udemycdn.com/course/240x135/1377870_f445.jpg,Everything you could ever want to know about push notifications for iOS 11 in Swift,Rating: 4.3 out of 5,247 reviews,11.5 total hours,48 lectures,Intermediate,Current price: E£269.99,"Original price: E£1,299.99",,"2,343 students",,,,
Learn Programming - An Introduction For Non-Programmers,Joakim Wassberg,https://www.udemy.com/course/learn-programming-an-introduction-for-non-programmers/,https://img-b.udemycdn.com/course/240x135/343156_fe2e_3.jpg,Learn how to write your own computer programs. This course is a stepping stone into the world of programming.,Rating: 4.4 out of 5,246 reviews,3 total hours,63 lectures,Beginner,Current price: E£199.99,Original price: E£229.99,,850 students,,,,
From 0 to 1: C Programming - Drill Deep,Loony Corn,https://www.udemy.com/course/from-0-to-1-c-programming/,https://img-b.udemycdn.com/course/240x135/715146_ecc1.jpg,C Programming is still a very useful skill to have - and this is the course to pick it up!,Rating: 4.5 out of 5,246 reviews,12 total hours,60 lectures,All Levels,Current price: E£269.99,Original price: E£719.99,,"4,560 students",,,,
Augmented Reality apps with ARKit and SceneKit on iOS,Romain Derrien,https://www.udemy.com/course/learnarkit/,https://img-b.udemycdn.com/course/240x135/1376047_069e_7.jpg,"Build real world apps on iOS using ARKit, SceneKit and SpriteKit - includes all source codes and 3D design files",Rating: 4.1 out of 5,246 reviews,11 total hours,83 lectures,All Levels,Current price: E£269.99,Original price: E£619.99,,"5,640 students",,,,
Web Design Creating websites from scratch,Laurence Svekis,https://www.udemy.com/course/web-design-creating-websites-from-scratch/,https://img-b.udemycdn.com/course/240x135/958750_b4ae_2.jpg,"Explore how to build websites using HTML, CSS and jQuery.  Step by step guide to how websites are built from scratch",Rating: 4.2 out of 5,246 reviews,2.5 total hours,29 lectures,Beginner,Current price: E£229.99,Original price: E£599.99,,"37,420 students",,,,
The Complete MongoDB Course 2022,Malvik Vaghadia,https://www.udemy.com/course/the-complete-mongodb-course/,https://img-b.udemycdn.com/course/240x135/4336104_6211_3.jpg,"Learn about NoSQL Document Databases and master Mongo Query Language, Aggregation Pipelines and more!",Rating: 4.6 out of 5,246 reviews,8 total hours,93 lectures,Beginner,Current price: E£229.99,Original price: E£619.99,,"27,295 students",,,,
SQL Server 2019: What’s New - New and Enhanced Features,Artemakis Artemiou,https://www.udemy.com/course/sql-server-2019-whats-new/,https://img-b.udemycdn.com/course/240x135/2168068_de08_12.jpg,Learn what's new and enhanced in SQL Server 2019 such as Intelligent Query Processing and much more,Rating: 3.9 out of 5,246 reviews,3.5 total hours,37 lectures,All Levels,Current price: E£269.99,Original price: E£719.99,,915 students,,,,
Next.JS with Sanity CMS - Serverless Blog App (w/ Vercel),"Eincode by Filip Jerga, Filip Jerga",https://www.udemy.com/course/nextjs-with-sanity-cms-serverless-blog-app-w-vercel/,https://img-b.udemycdn.com/course/240x135/3219257_1bb9.jpg,"Build your own Blog App with the latest Next.JS & React(Next 9.4+, React hooks). Learn how to use headless Sanity CMS.",Rating: 4.7 out of 5,246 reviews,13 total hours,84 lectures,All Levels,Current price: E£269.99,Original price: E£849.99,,"2,041 students",,,,
Laravel CRUD v2: To-Do List App With Small Social Network,Robert Apollo,https://www.udemy.com/course/learn-laravel-5-crud-by-creating-to-do-list-application-v20/,https://img-b.udemycdn.com/course/240x135/1668048_fd39_5.jpg,Build to-do list app in Laravel with small social network + template with Materialize framework from scratch,Rating: 4.4 out of 5,245 reviews,2.5 total hours,16 lectures,All Levels,Current price: E£229.99,Original price: E£269.99,,"10,548 students",,,,
The Comprehensive Programming in R Course,"Geoffrey Hubona, Ph.D.",https://www.udemy.com/course/the-comprehensive-programming-in-r-course/,https://img-b.udemycdn.com/course/240x135/584472_d901.jpg,How to design and develop efficient general-purpose R applications for diverse tasks and domains.,Rating: 4.3 out of 5,245 reviews,25 total hours,120 lectures,All Levels,Current price: E£319.99,"Original price: E£1,299.99",,"3,145 students",,,,
Learn Advanced Level Ruby Programming,Team Python,https://www.udemy.com/course/learn-advanced-level-ruby-programming/,https://img-b.udemycdn.com/course/240x135/3732584_ef2f.jpg,Learn the 2021 Pro advanced Level Ruby Programming,Rating: 4.8 out of 5,245 reviews,18.5 total hours,132 lectures,All Levels,Current price: E£229.99,"Original price: E£1,199.99",,883 students,,,,
The Complete Apache Kafka course for beginners,Tutorial Drive,https://www.udemy.com/course/apache-kafka-tutorial-for-beginners/,https://img-b.udemycdn.com/course/240x135/956090_4ca2_3.jpg,"Explore the principles of Kafka installation, operations, Zookeeper concepts and deployment of Kafka servers.",Rating: 3.8 out of 5,245 reviews,2.5 total hours,46 lectures,All Levels,Current price: E£199.99,Original price: E£229.99,,990 students,,,,
Complete guide to building a GraphQL API,Xavier Decuyper,https://www.udemy.com/course/complete-guide-to-building-a-graphql-api/,https://img-b.udemycdn.com/course/240x135/1318854_9cbc.jpg,Everything you need to know to build your own GraphQL API,Rating: 3.8 out of 5,245 reviews,2 total hours,25 lectures,Beginner,Current price: E£229.99,Original price: E£349.99,,"1,196 students",,,,
JavaServer Faces (JSF) Practical Guide,Chaand Sheikh,https://www.udemy.com/course/jsf-guide/,https://img-b.udemycdn.com/course/240x135/1621614_4431_4.jpg,Learn JSF from basics to database connectivity quickly. It's a fast paced course for efficient learning.,Rating: 4.3 out of 5,245 reviews,4.5 total hours,58 lectures,All Levels,Current price: E£269.99,"Original price: E£1,299.99",,"1,676 students",,,,
Modern .NET Ecosystem and .NET Core,Engineer Spock,https://www.udemy.com/course/modern-net-ecosystem-and-net-core/,https://img-b.udemycdn.com/course/240x135/1016856_a1f6_5.jpg,Learn all the modern .NET concepts. .NET Core is the Future of .NET,Rating: 4.6 out of 5,245 reviews,1.5 total hours,27 lectures,All Levels,Current price: E£199.99,Original price: E£229.99,,"1,303 students",,,,
Django in AWS (EC2): Fundamentals Course,BlueApple Courses,https://www.udemy.com/course/django-tutorial-amazon-web-services/,https://img-b.udemycdn.com/course/240x135/537282_566d_4.jpg,"A beginner course for Django web developers. Learn to launch, optimize & scale your app in Amazon Web Services.",Rating: 3.9 out of 5,245 reviews,5.5 total hours,46 lectures,All Levels,Current price: E£229.99,Original price: E£269.99,,"3,643 students",,,,
FactorytalkView SE Training Using Studio 5000 PLC's.,Jeff Sharman,https://www.udemy.com/course/ftviewse-hmi-basic-project-development-with-logix5000-plcs/,https://img-b.udemycdn.com/course/240x135/1665600_b638_3.jpg,You will gain the basic knowledge and confidence needed to Create and Run a FactorytalkView SE HMI project.,Rating: 4.2 out of 5,245 reviews,4.5 total hours,37 lectures,Beginner,Current price: E£229.99,Original price: E£479.99,,"1,329 students",,,,
"Learn HTML,CSS,JAVASCRIPT",Priyanka Das,https://www.udemy.com/course/learn-htmlcssjavascript/,https://img-b.udemycdn.com/course/240x135/1543332_c332_4.jpg,"Learn HTML, CSS and JS in a better way",Rating: 4.4 out of 5,245 reviews,5 total hours,63 lectures,Beginner,Current price: E£229.99,"Original price: E£1,199.99",,"11,252 students",,,,
HTML5 and CSS3 Certification Training (beginner to expert),Uplatz Training,https://www.udemy.com/course/html5-and-css3-training/,https://img-b.udemycdn.com/course/240x135/2856712_7760_9.jpg,Become a Web Developer / Web Designer / Front End Engineer /Architect with this comprehensive training on HTML5 and CSS3,Rating: 3.6 out of 5,245 reviews,11 total hours,17 lectures,All Levels,Current price: E£269.99,"Original price: E£1,399.99",,"39,787 students",,,,
HTML5 and CSS3 - Essential Training,Zak Ruvalcaba,https://www.udemy.com/course/html5-and-css3-essential-training/,https://img-b.udemycdn.com/course/240x135/1124764_1097.jpg,Learn HTML5 / CSS3 and how to incorporate markup to build standards-compliant and forward-thinking responsive web sites.,Rating: 4.2 out of 5,245 reviews,18.5 total hours,143 lectures,All Levels,Current price: E£199.99,Original price: E£229.99,,746 students,,,,
Node with SocketIO: Build A Full Web Chat App From Scratch,Uzochukwu Eddie Odozi,https://www.udemy.com/course/node-with-socketio-build-a-full-web-chat-app-from-scratch/,https://img-b.udemycdn.com/course/240x135/1353206_2062_2.jpg,"Build A Complete Chat App With Private and Group Chat Functionalities Using NodeJS, SocketIO, MongoDB, Express",Rating: 2.9 out of 5,245 reviews,27.5 total hours,250 lectures,All Levels,Current price: E£269.99,Original price: E£629.99,,"2,007 students",,,,
The Complete Python and JavaScript Course: Build Projects,"Mammoth Interactive, John Bura",https://www.udemy.com/course/the-complete-python-and-javascript-course-build-projects/,https://img-b.udemycdn.com/course/240x135/1820022_8e85.jpg,Want to learn ES6 development and TensorFlow stock market prediction modeling? Build your first web app in this course!,Rating: 4.6 out of 5,245 reviews,27 total hours,228 lectures,All Levels,Current price: E£229.99,"Original price: E£1,199.99",,"24,951 students",,,,
Full WordPress Website For Beginners: Learn WordPress A-Z,"Pouya Eti • Digital Marketing Expert, Rad Group",https://www.udemy.com/course/wordpress-website-beginners-tutorial-course-best-elementor-learn/,https://img-b.udemycdn.com/course/240x135/2849396_8357_2.jpg,"Learn how to create a complete website with WordPress (no coding) - Elementor, WooCommerce, Membership, Email forms &...",Rating: 4.5 out of 5,244 reviews,14 total hours,87 lectures,Beginner,Current price: E£269.99,"Original price: E£1,399.99",,"9,722 students",,,,
Build a Weather App With Python and Django,John Elder,https://www.udemy.com/course/build-a-weather-app-with-python-and-django/,https://img-b.udemycdn.com/course/240x135/2575748_5c41.jpg,Learn API Driven Web Development With Django and Python!,Rating: 4.4 out of 5,244 reviews,2.5 total hours,30 lectures,Beginner,Current price: E£229.99,"Original price: E£1,199.99",,"6,092 students",,,,
Python Game Development using Pygame and Python 3,Attreya Bhatt,https://www.udemy.com/course/python-game-development-using-pygame-and-python-3/,https://img-b.udemycdn.com/course/240x135/2621544_cc3b_3.jpg,"Master game development with Pygame and Python. Includes Shooting bullets, collision detection & building Space Invaders",Rating: 4.3 out of 5,244 reviews,2.5 total hours,17 lectures,Beginner,Current price: E£229.99,Original price: E£269.99,,"1,181 students",,,,
Build an app in less than 1 hour using React Native,Vaibhav Namburi,https://www.udemy.com/course/build-an-app-in-less-than-60-minutes-using-react-native/,https://img-b.udemycdn.com/course/240x135/1236542_221c_2.jpg,Learn React Native and it's principles by building a tinder like jokes app,Rating: 4.2 out of 5,244 reviews,1.5 total hours,14 lectures,Beginner,Current price: E£199.99,Original price: E£229.99,,"6,449 students",,,,
Learn ECMA Script 6+ with Modern JavaScript Explained (2022),Fatah Gabrial,https://www.udemy.com/course/complete-javascript-es6-course/,https://img-b.udemycdn.com/course/240x135/3372634_6731_2.jpg,Start learning the modern language of JavaScript with ECMA Script. Beginner Guide to Building Modern JavaScript Web Apps,Rating: 3.5 out of 5,244 reviews,1 total hour,21 lectures,All Levels,Current price: E£269.99,"Original price: E£1,199.99",,"28,958 students",,,,
Web Automation Testing For Beginners Using Nightwatch.js,Christopher Jackson,https://www.udemy.com/course/web-automation-testing-for-beginners-using-nightwatchjs/,https://img-b.udemycdn.com/course/240x135/3305952_7ed3.jpg,Learn the basics of using Nightwatch.js to invoke Selenium and Webdriver for website test automation,Rating: 4.7 out of 5,244 reviews,3.5 total hours,68 lectures,Beginner,Current price: E£199.99,Original price: E£229.99,,"1,002 students",,,,
Looking to Learn BDD - Cucumber....? Get expertise in 2 hrs,"Testing World, Testing World Infotech",https://www.udemy.com/course/bdd-with-cucumber/,https://img-b.udemycdn.com/course/240x135/884152_d06e.jpg,Step by Step BDD Concepts | Cucumber Framework | Gherkin Language |End to End Integration Selenium Cucumber Maven Java,Rating: 4.2 out of 5,244 reviews,3 total hours,27 lectures,All Levels,Current price: E£229.99,Original price: E£579.99,,"1,298 students",,,,
Tensorflow Deep Learning - Data Science in Python,Minerva Singh,https://www.udemy.com/course/tensorflow-bootcamp-for-data-science-in-python/,https://img-b.udemycdn.com/course/240x135/1776912_8b00_2.jpg,Tensorflow Deep Learning Python : Tensorflow Neural Network Training : Tensorflow Models - Android Java : Tensorflow C#,Rating: 4.7 out of 5,244 reviews,7.5 total hours,71 lectures,All Levels,Current price: E£229.99,"Original price: E£1,199.99",,"2,856 students",,,,
Scrape Websites using PhantomJS and CasperJS,Patrick Schroeder,https://www.udemy.com/course/scrape-websites-phantomjs-casperjs/,https://img-b.udemycdn.com/course/240x135/751100_d221_2.jpg,"Become a better JavaScript Developer and Learn Front-End Testing. We'll use javascript, lodash and jquery for scraping.",Rating: 3.7 out of 5,244 reviews,2 total hours,32 lectures,Intermediate,Current price: E£269.99,"Original price: E£1,299.99",,"1,700 students",,,,
Mastering ASP.NET Core MVC 3.1 & 5.0 From Scratch Using C#,Kameswara Sarma Uppuluri,https://www.udemy.com/course/mastering-aspnetcoremvc/,https://img-b.udemycdn.com/course/240x135/3280090_9c51.jpg,Learn How to build Modern Web Applications using ASP.NET Core MVC - Step By Step,Rating: 4.2 out of 5,244 reviews,23 total hours,161 lectures,All Levels,Current price: E£319.99,Original price: E£479.99,,"1,341 students",,,,
How to make a Portfolio Wordpress Website in Elementor 2020,Rino LivingWithPixels,https://www.udemy.com/course/how-to-make-a-wordpress-website-2020-elementor-pagebuilder/,https://img-b.udemycdn.com/course/240x135/2696992_ca9b_2.jpg,Learn how to create a designers portfolio website with Elementor from an Adobe Xd design,Rating: 4.6 out of 5,243 reviews,4.5 total hours,30 lectures,Beginner,Current price: E£269.99,Original price: E£679.99,,"4,795 students",,,,
CSS and CSS3 For Absolute Beginners,Stone River eLearning,https://www.udemy.com/course/css-and-css3-for-absolute-beginners/,https://img-b.udemycdn.com/course/240x135/113518_e4d6_5.jpg,Start learning CSS and CSS3 for free today. ,Rating: 4.2 out of 5,243 reviews,5 total hours,31 lectures,Beginner,Current price: E£229.99,Original price: E£599.99,,"10,940 students",,,,
The Ultimate Guide to Video Game Optimisation,"Penny de Byl, Penny @Holistic3D.com",https://www.udemy.com/course/video-game-optimisation/,https://img-b.udemycdn.com/course/240x135/4083584_f0bf_3.jpg,Learn to Squeeze Every Frame of Performance out of Your Unity Game Development Projects,Rating: 4.6 out of 5,243 reviews,9 total hours,55 lectures,Intermediate,Current price: E£319.99,Original price: E£529.99,,"3,327 students",,,,
C# in 3 Hours: C# Programming Tutorial for Beginners,Ajay R Warrier,https://www.udemy.com/course/csharp-in-3-hours-csharp-programming-tutorial-for-beginners/,https://img-b.udemycdn.com/course/240x135/867554_5344.jpg,C# in 3 Hours. C#Made Easy. No Previous Experience Required. Ultimate Guide to C#. Master C# Programming.,Rating: 4.2 out of 5,243 reviews,3 total hours,34 lectures,Beginner,Current price: E£269.99,Original price: E£719.99,,"5,233 students",,,,
GoF Design Patterns - Complete Course with Java Examples,"Andrii Piatakha, Learn IT University",https://www.udemy.com/course/gof-design-patterns-learnit/,https://img-b.udemycdn.com/course/240x135/4107958_3268.jpg,Software Design Patterns in OOP with Java examples. Architecture principles and clean code design in OOP applications,Rating: 4.3 out of 5,243 reviews,3.5 total hours,11 lectures,All Levels,Current price: E£269.99,Original price: E£319.99,,"64,796 students",,,,
2022 Python Bootcamp for Data Science Numpy Pandas & Seaborn,Taher Assaf,https://www.udemy.com/course/python-bootcamp-for-data-science-2021-numpy-pandas-seaborn/,https://img-b.udemycdn.com/course/240x135/4058268_057d_5.jpg,"With Exercises : Learn to use NumPy, Pandas, Seaborn , Matplotlib  for Data Manipulation and Exploration with Python",Rating: 4.5 out of 5,243 reviews,6.5 total hours,91 lectures,All Levels,Current price: E£269.99,"Original price: E£1,399.99",,"39,367 students",,,,
