artistLastName,artistFirstName,image,titleOfArtwork,dateOfArtwork,medium,zipcodes,locationOfArtwork,addressOfArtwork,publicSchoolNumber,siteOfArtwork,descriptionOfArtwork,visibility,indoorOutdoorAccessible,monument,location
"Wells, Attr.",Betty,,Unknown,,ceramic tiles,21217,Furman L. Templeton ES,1200 N. Pennsylvania Ave.,PS 125,Lobby wall,,,,,"1200 N. Pennsylvania Ave.
21217
(39.299507365976886, -76.62976664033435)"
Leizman,William,,Untitled,,chrome,21215,George W.F. McMechen Jr./Sr. High School,4411 Garrison Blvd.,PS 177,Library/media center,,,,,"4411 Garrison Blvd.
21215
(39.33727439431152, -76.68473724635697)"
Lawrance,Charles,,Leaden Hall Tribute,2008,mural,21230,Bevan St & West Hamburg Street,114 Hamburg Street,,side of rowhouse,scene of neighbors planting trees,Visible from Eastward Traffic,,,"114 Hamburg Street
21230
(39.27833151021881, -76.61192395611208)"
Carroll,Rodney,,Subvator,1989,"steel, aluminum, cable,castconcrete",21230,Spring Garden Business Park,175 W. Ostend St.,,,,,,,"175 W. Ostend St.
21230
(39.27487043869843, -76.6187719755078)"
Stoakley,Patricia,,,1995,mural,21230,2009 Annapolis Rd.,2009 Annapolis Rd.,,Side of building,Sunset with a sailboat,Limited visiblity,,,"2009 Annapolis Rd.
21230
(39.26682150653619, -76.6316412737471)"
Kissack,"Lyle, Newborn",,,2007,mural,21217,592 Presstman Street,592 Presstman Street,,on side of building,forest scene with light peaking through,Visible to both directions of traffic,,,"592 Presstman Street
21217
(39.305977987691904, -76.63743290761579)"
Berge,Henry,,Father and Children,1954,concrete,21225,Cherry Hill Recreation Center,2700 Spelman Rd.,,,,,,,"2700 Spelman Rd.
21225
(39.24715712417602, -76.62890291363138)"
Wilson,Glen,,Unknown,,acrylic paint,21229,Mary Rodman Recreation Center,3600 W. Mulberry St.,,Walls flanking entrance,,,,,"3600 W. Mulberry St.
21229
(39.29178668606954, -76.67754267012253)"
"Shore, James, Access Art","Tony, Shawn",,,2004,mural,21230,837 Washington Blvd.,837 Washington Blvd.,,Side of building,Pigs in the street; buildings,Visible,,,"837 Washington Blvd.
21230
(39.28291937086067, -76.62996853477262)"
Kissack,Lyle (with Cinda Garcia),,,2006,mural,21218,27th Street and Greenmount,27th Street and Greenmount,,on side of building facing north side,imagery of children playing on streets,Visible to southward  traffic and side streets,,,"27th Street and Greenmount
21218
(39.32947000000013, -76.60331999999988)"
McCausland,Montgomery & Wendy,,Unknown,1980,acrylic,21207,Forest Park HS,4300 Chatham Rd.,PS 406,Interior windows,,,,,"4300 Chatham Rd.
21207
(39.33075965705877, -76.68973533631352)"
Streett,Tylden,,unknown,1980,epoxy resin,21218,Waverly ES,700 E. 34th St.,PS  51,Front wall over entrance,,,,,"700 E. 34th St.
21218
(39.32990081713007, -76.6062952313343)"
Cooke,Betty,,Unknown,1970,concrete,21229?,? ES,3434 Old Frederick Ave.,PS  73A,Interior,,,,,"3434 Old Frederick Ave.
21229?
(39.28231689735816, -76.67439955363838)"
Greenly,Colin,,Wishbone House,1967,concrete,21218,Playlot,200 E 21st St.,,Exterior; south end,,,,,"200 E 21st St.
21218
(39.3133910537938, -76.61387044005129)"
Flood,James,,Unknown,1990,Formica frames,21207,Garrison MS,3910 Barrington Rd.,PS 142,Interior,,,,,"3910 Barrington Rd.
21207
(39.33138383501961, -76.68459335483226)"
Rivas,Nelson,,,2008,mural,21218,Giant Foods at 33rd and Greenmount,601 East 33rd Street,,mural on side of building facing south side street,collage of various faces,"Visible from South, side street",,,"601 East 33rd Street
21218
(39.328317146899735, -76.6077462874286)"
unknown,,,Ryan's Bird Sanctuary,1927,,21224,Mount Pleasant Park,Mount Pleasant Park,,,,,,Y,"Mount Pleasant Park
21224
(39.2834400000001, -76.54115999999999)"
Kaslow,Lisa,,Kinship,1981,steel,21216,Alexander Hamilton ES,800 Poplar Grove St.,PS 145,Along entrance walkway,,,,,"800 Poplar Grove St.
21216
(39.29774019790352, -76.66508706001673)"
Laurens,Henri,,Large Bather,,,21218,The Wurtzburger Sculpture Garden,10 Art Museum Drive,,,,,,,"10 Art Museum Drive
21218
(39.325933943522045, -76.61823238229022)"
Mack,Nathaniel,,Unknown,1978,mural,21202,Baltimore City Jail,401 E. Eager St.,,Kitchen dining facility,,,,,"401 E. Eager St.
21202
(39.301167824394156, -76.61079547784391)"
Mason,Pontella,,Reawakening,1994,mural,21217,903 N. Stricker St.,903 N. Stricker St.,,Side of building,Images of famous African Americans,Visible,,,"903 N. Stricker St.
21217
(39.29909817416774, -76.64155180250998)"
Rinehart,William Henry,,William T. Walters,1867 orig. 1907 replica,bronze,21202,Walters Art Gallery,Thomas Johnson Recreation Center,,,,,,,"Thomas Johnson Recreation Center
21202
(39.297300000000064, -76.60749999999996)"
Berge,Edward,,Wildflower,before 1924,bronze,21212,Homeland Garden,Homeland Garden,,Median,,,,,"Homeland Garden
21212
(39.353862389141966, -76.61524663315294)"
Hurst,Laurence,,Star Chamber,1978,mixed media,21218,Baltimore City College,33rd St. and The Alameda,PS 480,Entrance hall ceiling,,,,,"33rd St. and The Alameda
21218
(39.32849701130556, -76.59533564342422)"
unknown,,,Unknown,,mosaic tiles,21213,Collington Square ES,1409 N. Collington Ave.,PS  97,Pediments,,,,,"1409 N. Collington Ave.
21213
(39.307111133448814, -76.58717879261849)"
Berge,Henry,,Recreation and Education,c.1940 - 41,concrete aggregate,21201/21207,McCulloh Homes,McCulloh Homes,,,,,,,"McCulloh Homes
21201/21207
(39.294880000000035, -76.62253999999996)"
Shore and Students,Tony,,,2000,mural,21230,Morrell Park ES,2601 Tolley St.,,"Side of ""portable classrooms,"" condemned by the city.  The classrooms, and therefore the murals, will be destroyed","Underwater scenes, with fish",Limited visibility,,,"2601 Tolley St.
21230
(39.263889716720655, -76.65110260246115)"
Sheppard,Joseph,,Brooks Robinson,2011,Bronze,21201,Brooks Robinson Plaza  on Russel Street between the Stadium and Pickles Pub,"Intersection of Washington Blvd., Russell Street, South Paca Street & Camden Streets",,Median Plaza directly in front of Pickles Pub,Bronze (with gold leaf over glove) of Brooks Robinson on 3rd Base,Very Visible,Outdoor Artwork,,"Intersection of Washington Blvd., Russell Street, South Paca Street &amp; Camden Streets
21201
(39.294880000000035, -76.62253999999996)"
Ono,Setsuko,https://data.baltimorecity.gov/views/5xsg-uc29/files/4Aje2rjzunJASrd7YN7Yn3KW0kJM1TJHSRDo46wFT6o?filename=713b_Ono+S_2005.jpg&content_type=image%2Fjpeg%3B+charset%3Dbinary,Joy,2005,Stainless Steel,21201,McKeldin Square in Inner Harbor,Light & Pratt Sts.,,Inside Fountain,Stainless Steel & Copper Sculpture of Tree,Very Visible,Outdoor accessible,,"Light &amp; Pratt Sts.
21201
(39.294880000000035, -76.62253999999996)"
unknown,,,Untitled,,,21215,Strathmore Tower Condominium,6210 Park Heights Ave,,,,,,,"6210 Park Heights Ave
21215
(39.35853436708419, -76.69366751410791)"
Saffell,Edward,,Unknown,1973,mural,21231,Patterson Park Recreation Center,2600 E. Baltimore St.,,Interior,,,,,"2600 E. Baltimore St.
21231
(39.28823000000011, -76.59190000000001)"
Katzen,Lila,,Fanned Area,1979,cor-ten & stainless steel,21218,Johns Hopkins Univresity,N. Charles St.,,Outside Olin Hall on San Martin Dr.,,,,Y,"N. Charles St.
21218
(39.33912699769189, -76.61835828737432)"
Kissack,Lyle,,,2004,mural,21213,N. Patterson Park Ave. and N. Gay St.,N. Patterson Park Ave. and N. Gay St.,,Side of building; South side of Gay St.,People in community,Limited visibility,,,"N. Patterson Park Ave. and N. Gay St.
21213
(39.31099620461538, -76.58588376889628)"
unknown,,,Sailor and Canton,,,21230,Koppers Company,Bush and Hamburg Sts.,,,,,,,"Bush and Hamburg Sts.
21230
(39.266940000000034, -76.62630000000001)"
Leizman,William,,Unknown,1968,weathering steel,21229,Rognel Heights ES,4300 Sidehill Rd.,PS  89,Cafeteria wall exterior,,,,,"4300 Sidehill Rd.
21229
(39.2977312046832, -76.69203074801459)"
Boethus (copy),,,Boy Strangling a Goose,1851,bronze,21217,Druid Hill Park Children's Zoo,2570 Druid Hill Ave,,,,,,,"2570 Druid Hill Ave
21217
(39.31473613243264, -76.6426330411134)"
Lowenberg,Gordon,,Unknown,,acrylic paint,21217,Parkview Recreation Center for School,2610 Francis St.,PS  24,Entrance overhang,,,,,"2610 Francis St.
21217
(39.313992932958385, -76.64359924644015)"
Mikami,Hiroshi,,Untitled,,limestone and cedar,21202,Shot Tower Park,Fayette and Fallsway Sts.,,Park,,,,,"Fayette and Fallsway Sts.
21202
(39.297300000000064, -76.60749999999996)"
Peterson,Harvey,,Unknown,1978,mural,21216,Dr. Lillie M. Jackson ES,1501 Ashburton St.,PS 315,Interior,,,,,"1501 Ashburton St.
21216
(39.30571153916098, -76.66196778910346)"
unknown(after A. Weinman model?),,,Lions,,,21218,Baltimore Museum of Art,10 Art Museum Dr.,,,,,,,"10 Art Museum Dr.
21218
(39.325933943522045, -76.61823238229022)"
Streett,Tylden,,Mythological Boat,1982,glass-reinforced polyester resin,21218,Waverly ES,700 E. 34th St.,,,,,,Y,"700 E. 34th St.
21218
(39.32990081713007, -76.6062952313343)"
Wells,Betty,,Yum Yum Tree,1971,stone aggregate,21229,Violetville Recreation Center,1200 S. Grantly St.,,Interior; entrance wall,,,,,"1200 S. Grantly St.
21229
(39.26749435319788, -76.6730432126857)"
Creamer,Robert,,Unknown,1990,photographic relief piece,21207,Garrison MS,3910 Barrington Rd.,PS 142,Interior,,,,,"3910 Barrington Rd.
21207
(39.33138383501961, -76.68459335483226)"
Kurtz,Benjamin F.,,Peale Museum Bas Relief,1931,concrete,21202,Peale Musem,225 N. Holliday St.,,Four exterior reliefs,,,,,"225 N. Holliday St.
21202
(39.291606790607716, -76.61018346481389)"
Hurst,Lawrence,,Unknown,1984/02,oil/canvas,21217,Frederick Douglass HS,2301 Gwynns Falls Pkwy,PS 450,Interior; ceremonial lobby,,,,,"2301 Gwynns Falls Pkwy
21217
(39.31568167238805, -76.65537438210032)"
Sheppard,Joseph,,Unknown,1971,mural,21202,Police Headquarters Building,601 E. Fayette St.,,Interior,,,,,"601 E. Fayette St.
21202
(39.290680519973535, -76.60768333488653)"
Kissack and Ross,Lyle and Gerald,,,1995,mural,21215,4000 Park Heights Ave.,4000 Park Heights Ave.,,Side of building,"People from community linked, forming a pyramid",Very visible,,,"4000 Park Heights Ave.
21215
(39.33472931296865, -76.66280278206233)"
Johnson,Jeffrey Nels,,Unknown,c.1974,steel & steel cable,21217,Maryland Institute College of Art,1300 Mt. Royal Ave.,,Howard Street south of Dolphin near Lightrail,,,,,"1300 Mt. Royal Ave.
21217
(39.30750188439189, -76.62114988191786)"
Weinman,Adolph A.,,Union Soldiers and Sailors,1909,bronze,21218,N. Charles St. and 28th S.,N. Charles St. and 28th St.,,Wyman Park south corner,,,,Y,"N. Charles St. and 28th St.
21218
(39.321922967271405, -76.61725212127828)"
Hartmann,Jud,https://data.baltimorecity.gov/views/5xsg-uc29/files/Ylvq-SXn73uJeVD5VIEz1sw3ZzobWllE6JDH1Fsah74?filename=351c_Hartmann+J_1992.JPG&content_type=image%2Fjpeg%3B+charset%3Dbinary,Dhontshihgwa'es (Creator's Game),1992,bronze,21218,Lacrosse Museum,113 W. University Pkwy.,,Exterior near front entrance of Lacrosse Museum,Two Indians playing lacrosse; fighting for the ball,,,Y,"113 W. University Pkwy.
21218
(39.33123281190475, -76.61602960083205)"
Monroe,John,,Unknown (Old Post Office Relief),1890,granite,21210,Private Home Roland Park,408 Woodlawn Rd.,,Front porch,,,,,"408 Woodlawn Rd.
21210
(39.350422482379884, -76.6332870330607)"
Evans,John,,Baltimore Gas and Electric Building frieze,,,21202,Charles Center,Charles Center,,,,,,,"Charles Center
21202
(39.297300000000064, -76.60749999999996)"
Mezensky,Andrew,,Unknown,,,21217,Fulton ES,Harlem Ave. and Monroe St.,,,,,,,"Harlem Ave. and Monroe St.
21217
(39.29638222163925, -76.64735242959898)"
Miller,Tom,,,1998,mural,21225,600 Cherry Hill Rd.,600 Cherry Hill Rd.,,Side of building,Various self portraits,Visible,,,"600 Cherry Hill Rd.
21225
(39.25000418458825, -76.62289087040199)"
Mosley,Quentin,,,1990,mural,21215,4000 Reistertown Rd.,4000 Reistertown Rd.,,Side of Charm City Motors,,Limited visibility,,,"4000 Reistertown Rd.
21215
(39.33384558374571, -76.6641132885438)"
Canessa (replica),Achille,,Columbus Monument,1892,marble,21217,Druid Hill Park,Druid Hill Park,,,,,,Y,"Druid Hill Park
21217
(39.316007473609055, -76.64384898808959)"
unknown,,,Serviceman's Memorial,1945,,21210,Keswick Rd. and 33rd St.,Keswick Rd. and 33rd St.,,,,,,Y,"Keswick Rd. and 33rd St.
21210
(39.358510000000024, -76.63551999999993)"
Massey,Allyn,,Sisyphus,1996,Sculpture,21217,Roof of Fox Building,Mt. Royal Avenue & Dixon Street,,Roof of Fox Building at MICA,Large Sphere created with steel rods,Very Visible,,,"Mt. Royal Avenue &amp; Dixon Street
21217
(39.31194000000011, -76.64039000000002)"
Russum,Jean,,Unknown,1968,cast stone,21213,Furley ES,4633 Furley Ave.,PS 206,Top of building,,,,,"4633 Furley Ave.
21213
(39.316199999999924, -76.57662999999991)"
Halegua,Alfredo,,Unknown,1967,sculpture,21215,Reisterstown Road Library,6310 Reisterstown Rd.,,Interior,,,,,"6310 Reisterstown Rd.
21215
(39.354820167103185, -76.70041242932768)"
Wells,Betty,,Unknown,1974,bas relief,21205,Recreation Center at Armistead Gardens ES,5001 E. Eager St.,PS 243,Exterior,,,,,"5001 E. Eager St.
21205
(39.305213563967015, -76.55323837923271)"
Takacs,Paul,,Knowledge,1974,weathering steel,21224,Southeast MS,6820 Fait St.,PS 255,Exterior; right of entrance,,,,,"6820 Fait St.
21224
(39.28482430743772, -76.53075540992066)"
Rodriquez,Antonio,,,1991,mural,21212,5700 York Rd.,5700 York Rd.,,Side of wall by BP Gas station,"Public transportation including wagon, trolley car and bus",Very visible (on York Rd.),,,"5700 York Rd.
21212
(39.359451675554055, -76.6099226467395)"
unknown,,,Serviceman's Memorial,1945,,21223,Wilkens Ave. and Gilmore St.,Wilkens Ave. and Gilmore St.,,,,,,Y,"Wilkens Ave. and Gilmore St.
21223
(39.28356688272174, -76.64210038894782)"
Sheppard,Joseph,,Fireman Saving a Child,1976,bronze,21202,Old Town Firehouse,1100 Hillen St.,,Entrance wall,,,,,"1100 Hillen St.
21202
(39.29719161146562, -76.60506630778127)"
Wotruba,Fritz,,Man Walking,,,21218,The Wurtzburger Sculpture Garden,10 Art Museum Dr.,,,,,,,"10 Art Museum Dr.
21218
(39.325933943522045, -76.61823238229022)"
Evergreen House,,,Biennial exhibition,ongoing,sculpture,21210,Evergreen House,4545 N. Charles St.,,On the grounds of the Evergreen House,Currently no artwork,N/A,,,"4545 N. Charles St.
21210
(39.34749968578467, -76.62247718226854)"
Hofmann,Earl F.,,Unknown,1969,ceramic tiles,21218,Cold Stream Park ES,1400 Exeter Hall Ave.,PS  31,Interior; entrance wall,,,,,"1400 Exeter Hall Ave.
21218
(39.32036714016073, -76.60166687051054)"
Hoffmaster,Thomas F.,,Untitled,1967,bronze,21217,Eutaw Marshburn ES,1624 Eutaw Pl.,PS  11,Exterior; over entrance,,,,,"1624 Eutaw Pl.
21217
(39.306769391077694, -76.62980665680732)"
Bladen,Ronald,,Host of the Ellipse,1981,painted corten plate steel,21202,Social Security Metro West,300 N. Greene St.,,Facing Martin Luther King Jr. Blvd.,,,,,"300 N. Greene St.
21202
(39.297300000000064, -76.60749999999996)"
Rinehart,William Henry,https://data.baltimorecity.gov/views/5xsg-uc29/files/Vq8I6TaAsql5H4C3cARYrgHIcvmONTmptbEyrhieC0U?filename=315_Rinehart+W_1887.JPG&content_type=image%2Fjpeg%3B+charset%3Dbinary,Roger B. Taney,1887,bronze,21201/02,Mount Vernon Pl.,Mount Vernon Pl.,,Southern end of garden,,highly visible,outdoor accessible,Y,"Mount Vernon Pl.
21201/02
(39.29730928950913, -76.61563717252402)"
unknown,,,Tachigata: Lantern and Garden Stones,,,21202,Inner Harbor Promenade,Inner Harbor Promenade,,,,,,,"Inner Harbor Promenade
21202
(39.297300000000064, -76.60749999999996)"
Bonet,Jordi,,Untitled,,cast aluminum,21216,Walbook HS,2000 Edgewood St.,PS 411,Entrance walls,,,,,"2000 Edgewood St.
21216
(39.31021379444991, -76.67596885657127)"
Winborne,Kylis,,Unknown,1975,acrylic window,21207,Forest Park HS,4300 Chatham Rd.,PS 406,Interior windows,,,,,"4300 Chatham Rd.
21207
(39.33075965705877, -76.68973533631352)"
Carfagno Ferguson,Mary,,,1994,mural,21231,2000 E. Pratt St.,2000 E. Pratt St.,,Side of building,Garden area,Very visible,,,"2000 E. Pratt St.
21231
(39.289448448793394, -76.58881555871181)"
Labadie,Kevin,,Unknown,,oil on canvas,21211,Roosevelt Recreation Center,1201 W. 36th St.,,Activity room wall,,,,,"1201 W. 36th St.
21211
(39.33073632315853, -76.63557131101516)"
Daniel,Paul,,Venter,,steel and aluminum,21201,State Center Station,State Center Station,,Above platform,,,,,"State Center Station
21201
(39.294880000000035, -76.62253999999996)"
Moore,Henry,,Three-Piece Reclining Figure No. 1,,,21218,The Wurtzburger Sculpture Garden,10 Art Museum Drive,,,,,,,"10 Art Museum Drive
21218
(39.325933943522045, -76.61823238229022)"
Bertoia,Harry,,Unknown,1969,bronze and welded copper ,21213,Lake Clifton HS,2801 St. Lo Dr.,PS  40,Courtyard,,,,,"2801 St. Lo Dr.
21213
(39.31751628932784, -76.58839287735805)"
Weinman,Adolph A.,,Baltimore Musem Of Art Lions,1930,limestone,21218,Baltimore Museum Of Art,10 Art Museum Dr.,,Terrace in front of musem,,,,,"10 Art Museum Dr.
21218
(39.325933943522045, -76.61823238229022)"
Konkle and DeRan,Kathleen and Brian,,,1996,mural,21201,Howard and Monument Sts.,Howard and Monument Sts.,,Side of building facing Howard St.,Street scene with 5 people at stop sign and bus,Very visible,,,"Howard and Monument Sts.
21201
(39.294880000000035, -76.62253999999996)"
Shaw,Ernest,,,2000,mural,21223,106 S. Calverton St.,106 S. Calverton St.,,Side of abandoned building,Grandfather and two grandchildren,Limited visibility,,,"106 S. Calverton St.
21223
(39.28673917194104, -76.65211940500427)"
Bufano,Benjamin,,Dromedary Camel,,,21218,Bufano Sculpture Garden,"Dunning Park, Johns Hopkins University",,,,,,,"Dunning Park, Johns Hopkins University
21218
(39.32947000000013, -76.60331999999988)"
Durang,Edward F.,,Thomas Wildey Monument,1865,marble,21231,Broadway and E. Fayette Sts.,Broadway and E. Fayette Sts.,,Median,,,,Y,"Broadway and E. Fayette Sts.
21231
(39.28823000000011, -76.59190000000001)"
Kissack,Lyle,,The Unity Wall,2005,mural,21218,323 E. 20th St.,323 E. 20th St.,,Side of building,People in community holding hands; cityscape in background,Visible; near Baltimore City Public School Headquarters,,,"323 E. 20th St.
21218
(39.3124081402014, -76.61164035181548)"
Carlberg,Norman,,Caterpillar,1976,corten steel,21209,Dallas Nichols ES,201 E. 21st Street,PS  39,Front of school,,,,,"201 E. 21st Street
21209
(39.37230000000005, -76.66813000000002)"
Mack,Nathaniel,,The Human Dance,1977,weathering steel,21215,Park West Multi-Service Center,3309-19 W. Belvedere Ave.,,Sidewalk out front,,,,,"3309-19 W. Belvedere Ave.
21215
(39.34556999999995, -76.68362000000002)"
Ellsberry,John,,,1994,mural,21223,910 W. Pratt St.,910 W. Pratt St.,,Side of building by Baltimore and Ohio Railroad; restored in 2000,Locamotive,Visible,,,"910 W. Pratt St.
21223
(39.28583317423556, -76.63264851441988)"
Cook,Jeffrey,,Unknown,1995,cement,21214,Garrett Heights ES,2800 Ailsa Ave.,PS 231,Exterior; main entrance,,,,,"2800 Ailsa Ave.
21214
(39.348378845210746, -76.56843165621679)"
Ferguson,John D.,,Number 9,1968,steel,21210,Cross Keys Shopping Center,Cross Keys,,,,,,,"Cross Keys
21210
(39.34921289425051, -76.63108369408891)"
Reed,Robert,,Unknown,,steel,21217,Maryland Institute College of Art,1300 Mt. Royal Ave.,,Fox Building lawn,,,,,"1300 Mt. Royal Ave.
21217
(39.30750188439189, -76.62114988191786)"
Barye,Antoine Louis,https://data.baltimorecity.gov/views/5xsg-uc29/files/jqDiMBAqtY6FORDzaZ-dNJtGSfyzxFuUq6bhI_7zfkM?filename=424_Barye+A_1885.JPG&content_type=image%2Fjpeg%3B+charset%3Dbinary,Peace,1885,bronze,21201/02,Mount Vernon Pl.,Mount Vernon Pl.,,SE corner of Washington Monument,,highly visible,outdoor accessible,,"Mount Vernon Pl.
21201/02
(39.29730928950913, -76.61563717252402)"
Popkin,Spoon,,,2008,mural,21218,Eastside Court House parking lot,Eastside Court House parking lot,,four panels on side of building,painted narrative of life of Tom Miller,Very Visible,,,"Eastside Court House parking lot
21218
(39.32947000000013, -76.60331999999988)"
Lais,Sami,,Unknown,1978,fabric wall hanging,21218,Baltimore City College,33rd St. and The Alameda,PS 480,Interior,,,,,"33rd St. and The Alameda
21218
(39.32849701130556, -76.59533564342422)"
Colin,Bruce,,Unknown,,concrete,21229,Hilton Recreation Center,2950 Phelps Lane,,Lawn opposite entrance,,,,,"2950 Phelps Lane
21229
(39.288783213035266, -76.66928020150937)"
Miller,Thomas,,Unknown,,acrylic on canvas,21210,Roland Park E/MS,5207 Roland Ave.,PS 233,Gymnasium,,,,,"5207 Roland Ave.
21210
(39.35696055353293, -76.63479789406995)"
Schneider,Jo Ann,,Two Friends,1983,slate & cor ten,21210,Friends School of Baltimore,5001 N Charles St.,,Outside lower school,,,,,"5001 N Charles St.
21210
(39.35454366077879, -76.62372768827265)"
Schuler,Hans,,Johns Hopkins Monument,1935,bronze & marble,21230,Federal Hill Park,33rd St E at Charles St,,33rd St E at Charles St,,,,Y,"33rd St E at Charles St
21230
(39.266940000000034, -76.62630000000001)"
Marti,Jose,,Unknown,1998,,21231,Broadway and Fayette Sts.,Broadway and Fayette Sts.,,Unknown; knocked down due to construction,Unknown; knocked down due to construction,N/A,,Y,"Broadway and Fayette Sts.
21231
(39.28823000000011, -76.59190000000001)"
Miller and MICA,Tom,,,2000,mural,21217,1740 Druid Hill Ave.,1740 Druid Hill Ave.,,Side of building,"Six portraits of community leaders, including T. Marshall, H. Cummings, L. Jackson, C. Mitchell, T. Lansey, J. Murphy",Visible,,,"1740 Druid Hill Ave.
21217
(39.30584308938751, -76.63329602628102)"
Wagner,Richard,,Unknown,,painted steel,21213,Collington Square Recreation Center,Oliver and Patterson Park Ave.,,Interior; lobby,,,,,"Oliver and Patterson Park Ave.
21213
(39.316199999999924, -76.57662999999991)"
Gibbs,Nathaniel,,Frederick Douglass and the African-American Strugg,1984/02,oil/canvas,21217,Frederick Douglass HS,2301 Gwynns Falls Pkwy.,PS 450,Main lobby,,,,,"2301 Gwynns Falls Pkwy.
21217
(39.31568167238805, -76.65537438210032)"
Shalowitz,Frayda,,Seal,1977,bronze,21218,Margaret Brent ES,100 E. 26th St.,PS  53,Entrance to pre-school,,,,,"100 E. 26th St.
21218
(39.31945812685201, -76.6159163457684)"
Waugh,Sidney,,Daniel Coit Gilman,1956,bronze,21218,Johns Hopkins University,N. Charles St.,,Shriver Hall,,,,Y,"N. Charles St.
21218
(39.33912699769189, -76.61835828737432)"
Bourdelle,Emile Antoine,,Fruit,,,21218,The Wurtzburger Sculpture Garden,10 Art Museum Drive,,,,,,,"10 Art Museum Drive
21218
(39.325933943522045, -76.61823238229022)"
Drumm,Don,,Unknown,,acrylic,21213,Harford Heights ES,1901 N. Broadway,PS  36,Interior; lower level hallway,,,,,"1901 N. Broadway
21213
(39.31218396061025, -76.59495781180001)"
Streett,Tylden,,Captain John O'Donnell,1979,bronze,21224,O'Donnell Sq.,O'Donnell St. and Curley St.,,O'Donnell St. town square at Curley St,,,,Y,"O'Donnell St. and Curley St.
21224
(39.28037428951774, -76.57471418929242)"
Moore Jones,Chevelle M.,,,1988,mural,21223,Hollins Market Parking Lot,Hollins Market Parking Lot,,Side of wall above Hollins Market Parking Lot,Woman with dreads and funky/ happy colors,Visible,,,"Hollins Market Parking Lot
21223
(39.28365000000008, -76.65196999999989)"
Berge,Henry,,St. Francis,1937,concrete/ stone,21207,Kernan's Hospital,2200 N. Forest Park Ave.,,Garden behind colonnade,,,,,"2200 N. Forest Park Ave.
21207
(39.3120711258069, -76.7067461983265)"
,Unknown,,Unknown,1965,concrete and glass,21215,Strathmore Tower Condominiums,6210 Park Heights Ave.,,Front garden,,,,,"6210 Park Heights Ave.
21215
(39.35853436708419, -76.69366751410791)"
Majorowicz,Roger,,Unknown,1973,sheet bronze doors,21215,Greenspring Jr. HS,Greenspring and Woodland Aves.,PS  82,May have been relocated to interior,,,,,"Greenspring and Woodland Aves.
21215
(39.34556999999995, -76.68362000000002)"
Kissack,Lyle,,,2000,mural,21229,4004 Frederick Ave.,4004 Frederick Ave.,,Side of building with community park,People in community,Barely visible from street,,,"4004 Frederick Ave.
21229
(39.281759245442856, -76.68254290060548)"
Carfagno Ferguson and Van Tassell,Mary and Terry,,,1999,mural,21230,W. Ostend and James Sts.,W. Ostend and James Sts.,,Side of wall facing W. Ostend St.,Skateboarders,Visible,,,"W. Ostend and James Sts.
21230
(39.266940000000034, -76.62630000000001)"
Mitchell,John B.,,Unknown,1973,mural,21224,Baltimore City Hospitals,4940 Eastern Ave.,,Interior,,,,,"4940 Eastern Ave.
21224
(39.28720346133158, -76.55457987930149)"
Gottlieb,Richard,,Samurai Rocker,1979,corten steel,21218,Margaret Brent ES,100 E. 26th St.,PS  53,Entrance plaza,,,,,"100 E. 26th St.
21218
(39.31945812685201, -76.6159163457684)"
Balder,Alton B.,,Steel Henge,1977,"sculpture, painted steel",21223,Francis M. Wood Alternative HS,100 N. Calhoun St.,PS 178,Exterior; front lawn,,,,,"100 N. Calhoun St.
21223
(39.290491662347335, -76.63965423302812)"
Parker,John,,Untitled,1978,steel,21217,Maryland Institute College of Art,1300 Mt. Royal Ave.,,Fox Building lawn,,,,,"1300 Mt. Royal Ave.
21217
(39.30750188439189, -76.62114988191786)"
Carfagno Ferguson,Mary,,,1998,mural,21213,1756 E. Preston St.,1756 E. Preston St.,,Side of building,Amtrak train and buildings,Visible,,,"1756 E. Preston St.
21213
(39.30541141481342, -76.59271861631896)"
Streett,Tylden,,suspended aircraft 1890-1912,1975,,21215,Fallstaff MS,3801 Fallstaff Rd.,PS 241,Interior,,,,,"3801 Fallstaff Rd.
21215
(39.36280614672336, -76.705457625912)"
Gardescu,P,,courthouse plaza fountain,,bronze and granite,21201,Baltimore Courthouse,St. Paul St.,,Open space across street,,,,,"St. Paul St.
21201
(39.294880000000035, -76.62253999999996)"
Phillips,James,,Unknown,1976,mural,21223,Lockerman-Bundy ES,301 N. Pulaski St.,PS 261,Interior,,,,,"301 N. Pulaski St.
21223
(39.292416211490035, -76.65029321263478)"
Shaw,Ernest,,,1999,mural,21223,2174 Hollins St.,2174 Hollins St.,,Side of abandoned building,Four children at a fire hydrant,Limited visibility,,,"2174 Hollins St.
21223
(39.28701276375379, -76.65103901021284)"
Carfagno Ferguson,Mary,,,1997,mural,21223,Ramsey and Monroe Sts.,Ramsey and Monroe Sts.,,Side of two adjacent buildings,A boy and a girl playing marbles,Very visible,,,"Ramsey and Monroe Sts.
21223
(39.28365000000008, -76.65196999999989)"
Bufano,Benjamin,,Owl,,,21218,Bufano Sculpture Garden,"Dunning Park, Johns Hopkins University",,,,,,,"Dunning Park, Johns Hopkins University
21218
(39.32947000000013, -76.60331999999988)"
