ticket_id,ticket_created,date_of_issue,time_of_issue,form,method,issue,caller_id_number,type_of_call_or_messge,advertiser_business_number,state,zip,location_center_point_of_the_zip_code
1004291,05/26/2016 10:32:20 PM +0000,5/26/16,5:18 PM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),517-030-9147,Live Voice,,NC,28326,"NC 28326
(35.285168, -79.1652)"
1004292,05/26/2016 10:32:25 PM +0000,5/26/16,5:21 P.M.,Phone,Wired,Telemarketing (including do not call and spoofing),517-906-0606,Live Voice,,OH,44883,"OH 44883
(41.124917, -83.178877)"
1004294,05/26/2016 10:33:06 PM +0000,5/26/16,11:12 AM,Phone,Wired,Telemarketing (including do not call and spoofing),424-320-8457,Abandoned Calls,,CA,0,"CA 00000
(18.113421, -66.163661)"
1004297,05/26/2016 10:33:48 PM +0000,5/26/16,2:10 PM,Phone,Internet (VOIP),Telemarketing (including do not call and spoofing),317-200-0001,Live Voice,,CA,94070,"CA 94070
(37.497845, -122.267517)"
1004301,05/26/2016 10:34:14 PM +0000,5/26/16,5:15 p.m.,Phone,Wired,Telemarketing (including do not call and spoofing),727-254-6202,Live Voice,,FL,34695,"FL 34695
(28.008691, -82.69628)"
1004310,05/26/2016 10:38:17 PM +0000,5/26/16,2:30 PM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),216-316-1732,Live Voice,,CA,94607,"CA 94607
(37.80955, -122.291853)"
1004311,05/26/2016 10:38:26 PM +0000,5/26/16,5:00 PM,Phone,Internet (VOIP),Telemarketing (including do not call and spoofing),929-444-7736,Live Voice,929-444-7736,FL,33446,"FL 33446
(26.452722, -80.173789)"
1004317,05/26/2016 10:40:58 PM +0000,5/26/16,5:30 PM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),702-430-6959,Live Voice,,FL,32828,"FL 32828
(28.534929, -81.171835)"
1004318,05/26/2016 10:41:29 PM +0000,5/26/16,2:48 PM,Phone,Internet (VOIP),Telemarketing (including do not call and spoofing),480-219-4751,Live Voice,,FL,34233,"FL 34233
(27.284477, -82.473208)"
1004323,05/26/2016 10:43:13 PM +0000,5/26/16,5:33 PM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),325-439-1589,Live Voice,,OH,43964,"OH 43964
(40.481675, -80.653402)"
1004326,05/26/2016 10:43:55 PM +0000,5/26/16,5:33 p.m.,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),910-145-1400,Live Voice,,NY,11216,"NY 11216
(40.680888, -73.948978)"
1004327,05/26/2016 10:44:03 PM +0000,5/26/16,10:32 AM,Phone,Wired,Telemarketing (including do not call and spoofing),,Abandoned Calls,,CA,0,"CA 00000
(18.113421, -66.163661)"
1004329,05/26/2016 10:45:05 PM +0000,5/26/16,4:27 PM,Phone,Wireless (cell phone/other mobile device),Robocalls,,Prerecorded Voice,,TN,37040,"TN 37040
(36.537641, -87.334497)"
1004331,05/26/2016 10:45:40 PM +0000,5/26/16,2:38 PM,Phone,Wireless (cell phone/other mobile device),Robocalls,,Prerecorded Voice,,CA,94303,"CA 94303
(37.450262, -122.127263)"
1004336,05/26/2016 10:46:51 PM +0000,5/26/16,5:37 PM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),251-379-8098,Prerecorded Voice,,NC,28210,"NC 28210
(35.130822, -80.854817)"
1004337,05/26/2016 10:47:17 PM +0000,5/26/16,8:15 AM,Phone,Wireless (cell phone/other mobile device),Robocalls,770-884-4897,Prerecorded Voice,479-502-5358,CA,91204,"CA 91204
(34.136054, -118.260219)"
1004340,05/26/2016 10:48:47 PM +0000,5/26/16,10:25 AM,Phone,Wired,Robocalls,339-205-1412,Abandoned Calls,,NC,28540,"NC 28540
(34.733575, -77.470929)"
1004343,05/26/2016 10:48:54 PM +0000,5/26/16,5:26 p.m.,Phone,Wired,Robocalls,646-589-0699,Prerecorded Voice,646-589-0699,NY,10538,"NY 10538
(40.935552, -73.756566)"
1004344,05/26/2016 10:49:22 PM +0000,5/26/16,4:46 p.m.,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),657-271-1056,Prerecorded Voice,,MI,48098,"MI 48098
(42.598871, -83.179838)"
1004346,05/26/2016 10:49:33 PM +0000,5/26/16,10:00 AM,Phone,Wired,Robocalls,866-410-0459,Abandoned Calls,,MD,20850,"MD 20850
(39.092462, -77.178614)"
1004349,05/26/2016 10:50:04 PM +0000,5/26/16,4:46 p.m.,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),657-271-1056,Prerecorded Voice,,MI,48098,"MI 48098
(42.598871, -83.179838)"
1004351,05/26/2016 10:50:38 PM +0000,5/26/16,5:00 PM,Phone,Wired,Telemarketing (including do not call and spoofing),,Abandoned Calls,,MD,20646,"MD 20646
(38.523807, -76.986446)"
1004358,05/26/2016 10:52:36 PM +0000,5/23/16,12:28 PM,Phone,Wired,Telemarketing (including do not call and spoofing),310-789-3214,Live Voice,,CA,90277,"CA 90277
(33.829778, -118.383577)"
1004360,05/26/2016 10:53:01 PM +0000,5/26/16,5:39 PM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),424-369-9085,Abandoned Calls,,OH,43623,"OH 43623
(41.705756, -83.647938)"
1004361,05/26/2016 10:53:10 PM +0000,5/26/16,5:40 PM,Phone,Wired,Telemarketing (including do not call and spoofing),301-750-2240,Abandoned Calls,,MD,20850,"MD 20850
(39.092462, -77.178614)"
1004362,05/26/2016 10:53:18 PM +0000,5/26/16,2:23 PM,Phone,Wireless (cell phone/other mobile device),Robocalls,181-826-1723,Abandoned Calls,,CA,91406,"CA 91406
(34.20031, -118.491022)"
1004366,05/26/2016 10:55:26 PM +0000,5/26/16,5:45 PM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),850-464-7287,Prerecorded Voice,,FL,32059,"FL 32059
(30.380509, -83.276464)"
1004371,05/26/2016 10:56:32 PM +0000,5/26/16,4:35 p.m.,Phone,Wireless (cell phone/other mobile device),Robocalls,,Abandoned Calls,347-615-2372,IL,62712,"IL 62712
(39.742481, -89.593271)"
1004373,05/26/2016 10:56:48 PM +0000,5/26/16,2:59 p.m.,Phone,Wired,Telemarketing (including do not call and spoofing),,Live Voice,484-297-9311,PA,15102,"PA 15102
(40.322802, -80.037857)"
1004377,05/26/2016 10:57:37 PM +0000,5/26/16,5:46 p.m.,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),325-439-1589,Prerecorded Voice,,GA,30327,"GA 30327
(33.866166, -84.421449)"
1004378,05/26/2016 10:57:49 PM +0000,5/26/16,7:20 AM,Phone,Wired,Robocalls,202-239-2264,Prerecorded Voice,202-239-2264,CA,94582,"CA 94582
(37.765828, -121.918294)"
1004383,05/26/2016 11:00:04 PM +0000,5/26/16,5:45 PM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),850-464-7410,Prerecorded Voice,,FL,32059,"FL 32059
(30.380509, -83.276464)"
1004387,05/26/2016 11:01:14 PM +0000,5/6/16,5:03 PM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),401-550-2210,Prerecorded Voice,,MO,63130,"MO 63130
(38.664363, -90.324236)"
1004390,05/26/2016 11:03:04 PM +0000,5/25/16,5:00 PM,Phone,Wired,Telemarketing (including do not call and spoofing),217-709-2556,Prerecorded Voice,,GA,30327,"GA 30327
(33.866166, -84.421449)"
1004393,05/26/2016 11:03:48 PM +0000,5/26/16,5:45 p.m.,Phone,Internet (VOIP),Telemarketing (including do not call and spoofing),,Prerecorded Voice,,GA,30102,"GA 30102
(34.09551, -84.626519)"
1004396,05/26/2016 11:04:39 PM +0000,5/26/16,2:53 PM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),,Prerecorded Voice,,CA,94403,"CA 94403
(37.538901, -122.302625)"
1004402,05/26/2016 11:08:20 PM +0000,5/26/16,6:05 PM,Phone,Wired,Telemarketing (including do not call and spoofing),402-362-2492,Live Voice,,MD,20794,"MD 20794
(39.151287, -76.788379)"
1004408,05/26/2016 11:12:19 PM +0000,5/26/16,6:00 PM,Phone,Wireless (cell phone/other mobile device),Robocalls,,Prerecorded Voice,,OH,45345,"OH 45345
(39.738389, -84.395786)"
1004409,05/26/2016 11:12:29 PM +0000,5/26/16,9:04 AM,Phone,Internet (VOIP),Telemarketing (including do not call and spoofing),,Prerecorded Voice,206-823-3334,IL,60047,"IL 60047
(42.200882, -88.051558)"
1004414,05/26/2016 11:14:40 PM +0000,5/26/16,4:30 PM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),404-400-6662,Live Voice,404-400-6662,TX,77098,"TX 77098
(29.734355, -95.414632)"
1004421,05/26/2016 11:16:18 PM +0000,5/26/16,4:05 PM,Phone,Wired,Telemarketing (including do not call and spoofing),206-823-3335,Prerecorded Voice,206-823-3335,UT,84129,"UT 84129
(40.65318, -111.961927)"
1004424,05/26/2016 11:16:55 PM +0000,5/25/16,8:38 AM,Phone,Internet (VOIP),Telemarketing (including do not call and spoofing),213-141-5163,Prerecorded Voice,347-478-5055,TX,79936,"TX 79936
(31.762657, -106.293212)"
1004428,05/26/2016 11:18:48 PM +0000,5/26/16,12:30 P.M.,Phone,Wired,Telemarketing (including do not call and spoofing),,Live Voice,909-999-6376,AZ,85382,"AZ 85382
(33.657099, -112.248277)"
1004431,05/26/2016 11:19:11 PM +0000,6/1/02,,Phone,Wired,Telemarketing (including do not call and spoofing),,Live Voice,877-424-3663,CT,6840,"CT 06840
(41.153917, -73.496308)"
1004432,05/26/2016 11:19:20 PM +0000,5/26/16,5:57 PM,Phone,Wireless (cell phone/other mobile device),Robocalls,737-600-8301,Prerecorded Voice,,FL,33432,"FL 33432
(26.347448, -80.085059)"
1004435,05/26/2016 11:24:10 PM +0000,5/26/16,3:00 PM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),662-550-5270,Prerecorded Voice,662-550-5770,CA,95630,"CA 95630
(38.670213, -121.147592)"
1004436,05/26/2016 11:24:29 PM +0000,5/23/16,2:43 PM,Phone,Wired,Telemarketing (including do not call and spoofing),657-271-1060,Abandoned Calls,,CA,92262,"CA 92262
(33.848002, -116.544736)"
1004439,05/26/2016 11:25:12 PM +0000,5/26/16,2:39 p.m.,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),325-439-1589,Prerecorded Voice,,CA,93308,"CA 93308-7560
(35.485441, -119.013391)"
1004441,05/26/2016 11:25:30 PM +0000,5/26/16,1:40 P.M.,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),,Prerecorded Voice,,IL,60455,"IL 60455
(41.740039, -87.807239)"
1004443,05/26/2016 11:26:18 PM +0000,5/25/16,2:49 PM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),315-232-8888,Abandoned Calls,315-232-8888,WA,98465,"WA 98465
(47.248924, -122.529023)"
1004446,05/26/2016 11:27:53 PM +0000,5/26/16,4:45 PM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),360-208-0827,Prerecorded Voice,,TX,75075,"TX 75075
(33.022357, -96.738333)"
1004447,05/26/2016 11:28:13 PM +0000,5/26/16,3:01 P.M.,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),423-967-8320,Prerecorded Voice,,OR,97210,"OR 97210
(45.539466, -122.718669)"
1004454,05/26/2016 11:30:13 PM +0000,5/20/16,3:01 PM,Phone,Wired,Telemarketing (including do not call and spoofing),442-243-5073,Prerecorded Voice,,CA,92262,"CA 92262
(33.848002, -116.544736)"
1004457,05/26/2016 11:31:38 PM +0000,5/26/16,5:10 p.m.,Phone,Wired,Robocalls,612-214-8533,Abandoned Calls,,MN,55108,"MN 55108
(44.981419, -93.17668)"
1058112,06/28/2016 01:02:03 AM +0000,6/25/16,8:30 AM,Phone,Wired,Robocalls,434-466-3159,Prerecorded Voice,434-466-3159,MS,39402,"MS 39402
(31.323204, -89.400748)"
1004462,05/26/2016 11:34:38 PM +0000,5/24/16,1:08 PM,Phone,Wired,Telemarketing (including do not call and spoofing),914-425-7375,Prerecorded Voice,,CA,92262,"CA 92262
(33.848002, -116.544736)"
1004464,05/26/2016 11:35:01 PM +0000,5/26/16,5:20 P.M.,Phone,Wireless (cell phone/other mobile device),Robocalls,325-439-1589,Prerecorded Voice,,TX,77429,"TX 77429
(29.980858, -95.655042)"
1004471,05/26/2016 11:39:04 PM +0000,5/24/16,9:12 AM,Phone,Wired,Telemarketing (including do not call and spoofing),201-249-5411,Prerecorded Voice,,CA,92262,"CA 92262
(33.848002, -116.544736)"
1004472,05/26/2016 11:39:06 PM +0000,5/26/16,3:42 p.m.,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),612-423-1588,Live Voice,,MN,55343,"MN 55343
(44.91669, -93.414631)"
1004473,05/26/2016 11:39:21 PM +0000,5/26/16,6:25 PM,Phone,Wireless (cell phone/other mobile device),Robocalls,734-224-6196,Prerecorded Voice,,SC,29137,"SC 29137
(33.598561, -81.325495)"
1058193,06/28/2016 01:58:00 AM +0000,6/27/16,9:09 AM,Phone,Wired,Robocalls,520-314-5698,Abandoned Calls,,AZ,85082,"AZ 85082-0202
(33.448204, -112.072585)"
1004474,05/26/2016 11:39:21 PM +0000,5/26/16,5:34 p.m.,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),646-647-8123,Prerecorded Voice,646-647-8123,TX,78258,"TX 78258
(29.635206, -98.495049)"
1004477,05/26/2016 11:40:21 PM +0000,5/25/16,12:05 P.M.,Phone,Wireless (cell phone/other mobile device),Robocalls,832-250-5751,Prerecorded Voice,,TX,77429,"TX 77429
(29.980858, -95.655042)"
1004484,05/26/2016 11:42:01 PM +0000,5/26/16,12:34 p.m.,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),347-560-5191,Live Voice,,AR,71971,"AR 71971
(34.294606, -94.113598)"
1004485,05/26/2016 11:42:04 PM +0000,5/26/16,3:32 p.m.,Phone,Wireless (cell phone/other mobile device),Robocalls,,Prerecorded Voice,,CA,92626,"CA 92626
(33.680292, -117.907909)"
1004492,05/26/2016 11:46:24 PM +0000,5/26/16,6:30 PM,Phone,Wired,Telemarketing (including do not call and spoofing),800-613-5145,Prerecorded Voice,800-613-5145,KY,40204,"KY 40204
(38.237723, -85.724853)"
1004514,05/26/2016 11:52:51 PM +0000,5/26/16,6:29 PM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),909-539-2011,Live Voice,,NJ,8021,"NJ 08021
(39.807596, -75.000891)"
1004517,05/26/2016 11:55:38 PM +0000,5/26/16,6:27 PM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),312-219-6125,Prerecorded Voice,,KY,40502,"KY 40502
(38.014049, -84.484599)"
1004518,05/26/2016 11:57:16 PM +0000,5/26/16,3:52 PM,Phone,Wireless (cell phone/other mobile device),Robocalls,503-209-5233,Prerecorded Voice,,OR,97222,"OR 97222
(45.442558, -122.616022)"
1004523,05/27/2016 12:00:09 AM +0000,5/26/16,6:23 P.M.,Phone,Internet (VOIP),Telemarketing (including do not call and spoofing),,Live Voice,,PA,15235,"PA 15235
(40.459231, -79.827555)"
1004525,05/27/2016 12:01:31 AM +0000,5/26/16,6:00 P.M.,Phone,Wireless (cell phone/other mobile device),Robocalls,303-353-8570,Abandoned Calls,,NC,27511,"NC 27511
(35.764148, -78.783777)"
1004527,05/27/2016 12:02:01 AM +0000,5/2/16,4:00 PM,Phone,Wired,Telemarketing (including do not call and spoofing),216-137-8094,Live Voice,216-137-8094,OH,44120,"OH 44120-0000
(41.473598, -81.581007)"
1004530,05/27/2016 12:02:27 AM +0000,5/26/16,5:30 p.m.,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),702-430-9659,Live Voice,,IN,46941,"IN 46941
(40.833636, -85.699693)"
1004533,05/27/2016 12:05:07 AM +0000,5/2/16,9:45 AM,Phone,Internet (VOIP),Telemarketing (including do not call and spoofing),,Prerecorded Voice,,CA,91604,"CA 91604
(34.140912, -118.393166)"
1004541,05/27/2016 12:10:40 AM +0000,5/26/16,5:59 PM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),281-545-0221,Live Voice,,TX,77407,"TX 77407
(29.680818, -95.717836)"
1004544,05/27/2016 12:12:27 AM +0000,5/24/16,11:15 AM,Phone,Wireless (cell phone/other mobile device),Robocalls,585-571-1911,Prerecorded Voice,,FL,33319,"FL 33319
(26.183269, -80.225408)"
1004551,05/27/2016 12:13:36 AM +0000,5/26/16,5:00 PM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),347-868-2299,Text Message,,WY,82414,"WY 82414
(44.541647, -109.271634)"
1004558,05/27/2016 12:15:58 AM +0000,5/26/16,4:00 PM,Phone,Wireless (cell phone/other mobile device),Robocalls,213-263-0372,Autodialed Live Voice Call,,CA,91364,"CA 91364
(34.156928, -118.600438)"
1004560,05/27/2016 12:17:09 AM +0000,5/26/16,5:56 PM,Phone,Wired,Telemarketing (including do not call and spoofing),786-358-5625,Live Voice,,IL,61727,"IL 61727
(40.142017, -88.956936)"
1004586,05/27/2016 12:38:00 AM +0000,5/26/16,4:45 P.M.,Phone,Wired,Telemarketing (including do not call and spoofing),605-809-6652,Live Voice,,WY,82201,"WY 82201
(42.047446, -105.001849)"
1004587,05/27/2016 12:38:33 AM +0000,5/26/16,7:15 P.M.,Phone,Wireless (cell phone/other mobile device),Robocalls,325-439-1589,Prerecorded Voice,,NY,11217,"NY 11217
(40.68254, -73.979472)"
1004594,05/27/2016 12:44:52 AM +0000,5/2/16,9:00 AM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),816-832-2630,Live Voice,816-832-2630,OK,73170,"OK 73170
(35.335316, -97.544244)"
1004600,05/27/2016 12:50:11 AM +0000,5/26/16,4:30 PM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),,Live Voice,,OR,97086,"OR 97086
(45.444641, -122.537127)"
1004611,05/27/2016 12:54:24 AM +0000,5/26/16,6:50 p.m.,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),540-628-9534,Prerecorded Voice,,PA,18036,"PA 18036
(40.508696, -75.401512)"
1004616,05/27/2016 12:56:30 AM +0000,5/26/16,6:58 PM,Phone,Wireless (cell phone/other mobile device),Robocalls,508-715-0004,Abandoned Calls,,MA,1463,"MA 01463
(42.669404, -71.600148)"
1004620,05/27/2016 12:57:35 AM +0000,5/26/16,6:17 PM,Phone,Wireless (cell phone/other mobile device),Robocalls,,Prerecorded Voice,773-901-9185,MD,21045,"MD 21045
(39.205278, -76.827645)"
1004624,05/27/2016 01:00:32 AM +0000,5/26/16,6:19 PM,Phone,Wired,Telemarketing (including do not call and spoofing),203-893-4486,Live Voice,,CT,6798,"CT 06798
(41.55908, -73.206511)"
1004643,05/27/2016 01:15:56 AM +0000,5/26/16,1:47 PM,Phone,Wired,Robocalls,206-866-0887,Prerecorded Voice,206-866-0887,MI,48386,"MI 48386
(42.645286, -83.472256)"
1004648,05/27/2016 01:17:35 AM +0000,5/26/16,7:57 PM,Phone,Internet (VOIP),Telemarketing (including do not call and spoofing),517-223-2529,Live Voice,,NY,11572,"NY 11572
(40.635636, -73.637997)"
1004650,05/27/2016 01:19:07 AM +0000,5/26/16,4:33 PM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),562-206-2966,Abandoned Calls,,CA,90706,"CA 90706
(33.88777, -118.127923)"
1004656,05/27/2016 01:21:39 AM +0000,5/26/16,1:14 PM,Phone,Wired,Robocalls,,Prerecorded Voice,757-447-9509,CO,80401,"CO 80401
(39.724445, -105.214237)"
1004670,05/27/2016 01:25:54 AM +0000,5/26/16,3:57 PM,Phone,Wired,Telemarketing (including do not call and spoofing),702-430-9659,Abandoned Calls,,FL,34109,"FL 34109
(26.240552, -81.764941)"
1004675,05/27/2016 01:28:50 AM +0000,5/26/16,8:17 p.m.,Phone,Wired,Telemarketing (including do not call and spoofing),,Live Voice,,IN,47408,"IN 47408
(39.212254, -86.480545)"
1004682,05/27/2016 01:32:08 AM +0000,5/26/16,4:00 p.m.,Phone,Wired,Robocalls,602-888-7295,Prerecorded Voice,,CA,92673,"CA 92673
(33.463324, -117.614928)"
1004684,05/27/2016 01:36:35 AM +0000,5/26/16,6:52 PM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),618-505-1252,Live Voice,,IL,62265,"IL 62265
(38.515709, -89.681844)"
1004686,05/27/2016 01:45:26 AM +0000,5/25/16,1:43 PM,Phone,Wired,Telemarketing (including do not call and spoofing),312-219-6125,Abandoned Calls,312-219-6125,NY,11787,"NY 11787
(40.851681, -73.208486)"
1004690,05/27/2016 01:47:29 AM +0000,5/26/16,8:37 PM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),919-475-6401,Prerecorded Voice,,NC,27712,"NC 27712
(36.091968, -78.917793)"
1004691,05/27/2016 01:48:08 AM +0000,5/26/16,3:45 PM,Phone,Wired,Telemarketing (including do not call and spoofing),855-268-6397,Live Voice,855-268-6550,OR,97501,"OR 97501
(42.302682, -122.886931)"
1004693,05/27/2016 01:49:04 AM +0000,5/26/16,4:41 PM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),734-761-9424,Live Voice,,WA,98199,"WA 98199
(47.648651, -122.399558)"
1004694,05/27/2016 01:51:32 AM +0000,5/26/16,8:26 PM,Phone,Wired,Telemarketing (including do not call and spoofing),216-647-0003,Abandoned Calls,,NY,11787,"NY 11787
(40.851681, -73.208486)"
1004696,05/27/2016 01:52:43 AM +0000,5/26/16,3:39 PM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),325-439-1589,Prerecorded Voice,,OH,45385,"OH 45385
(39.676485, -83.927077)"
1004702,05/27/2016 01:56:40 AM +0000,5/25/16,5:54 PM,Phone,Wireless (cell phone/other mobile device),Robocalls,610-743-3242,Prerecorded Voice,,PA,15801,"PA 15801
(41.132602, -78.736361)"
1004709,05/27/2016 01:59:00 AM +0000,5/26/16,8:48 PM,Phone,Wireless (cell phone/other mobile device),Robocalls,,Abandoned Calls,,GA,31516,"GA 31516
(31.308466, -82.259049)"
1004712,05/27/2016 01:59:45 AM +0000,5/26/16,11:19 AM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),701-526-0982,Prerecorded Voice,,NC,27713,"NC 27713
(35.909481, -78.920408)"
1004717,05/27/2016 02:06:05 AM +0000,5/26/16,5:20 PM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),,Abandoned Calls,,CA,95209,"CA 95209
(38.041495, -121.344491)"
1004721,05/27/2016 02:09:47 AM +0000,5/26/16,8:49 PM,Phone,Wireless (cell phone/other mobile device),Robocalls,972-666-8332,Abandoned Calls,,TN,37917,"TN 37917
(35.997192, -83.916141)"
1004724,05/27/2016 02:11:31 AM +0000,5/26/16,8:12 p.m.,Phone,Wired,Telemarketing (including do not call and spoofing),516-635-4085,Live Voice,,NY,10016,"NY 10016
(40.745614, -73.977916)"
1004727,05/27/2016 02:13:39 AM +0000,5/26/16,8:50 PM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),,Prerecorded Voice,,CT,6840,"CT 06840
(41.153917, -73.496308)"
1004729,05/27/2016 02:15:55 AM +0000,5/26/16,12:17 PM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),818-332-6658,Abandoned Calls,818-332-6658,CA,92596,"CA 92596
(33.638018, -117.08888)"
1004735,05/27/2016 02:18:10 AM +0000,5/26/16,9:05 PM,Phone,Internet (VOIP),Telemarketing (including do not call and spoofing),678-890-5056,Live Voice,,FL,33157,"FL 33157
(25.606719, -80.346934)"
1056790,06/27/2016 05:22:06 PM +0000,6/27/16,10:50 a.m.,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),814-366-7316,Prerecorded Voice,814-366-7316,MN,55410,"MN 55410
(44.91214, -93.319603)"
1004805,05/27/2016 03:11:13 AM +0000,5/26/16,9:48 a.m.,Phone,Internet (VOIP),Telemarketing (including do not call and spoofing),973-775-9305,Abandoned Calls,,NY,11219,"NY 11219
(40.6326, -73.99708)"
1004808,05/27/2016 03:22:09 AM +0000,5/26/16,5:15 p.m.,Phone,Wired,Robocalls,712-828-8840,Prerecorded Voice,,NE,68434,"NE 68434
(40.900902, -97.118669)"
1004812,05/27/2016 03:24:24 AM +0000,5/2/16,,Phone,Wireless (cell phone/other mobile device),Robocalls,,Prerecorded Voice,,FL,33716,"FL 33716
(27.877759, -82.652049)"
1004815,05/27/2016 03:26:51 AM +0000,5/26/16,8:24 PM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),,Abandoned Calls,,CO,80917,"CO 80917
(38.88675, -104.739304)"
1035209,06/14/2016 06:03:35 PM +0000,6/14/16,9:35 AM,Phone,Internet (VOIP),Robocalls,206-823-3826,Prerecorded Voice,,CA,95673,"CA 95673
(38.688781, -121.447256)"
1004819,05/27/2016 03:30:58 AM +0000,5/26/16,9:58 PM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),,Abandoned Calls,702-749-0530,NY,13493,"NY 13493
(43.423171, -75.907947)"
1004827,05/27/2016 03:46:01 AM +0000,5/26/16,8:47 a.m.,Phone,Wireless (cell phone/other mobile device),Robocalls,617-657-1316,Prerecorded Voice,,TN,37918,"TN 37918
(36.05266, -83.920129)"
1004830,05/27/2016 03:47:46 AM +0000,5/26/16,2:00 PM,Phone,Wired,Telemarketing (including do not call and spoofing),408-769-2965,Abandoned Calls,,CA,94561,"CA 94561-1987
(37.996731, -121.694828)"
1004831,05/27/2016 03:51:22 AM +0000,5/25/16,12:38 PM,Phone,Wired,Robocalls,561-614-3082,Abandoned Calls,,OH,44141,"OH 44141-1050
(41.306722, -81.623387)"
1004832,05/27/2016 03:53:36 AM +0000,5/26/16,6:25 PM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),909-296-7297,Live Voice,,CA,90706,"CA 90706
(33.88777, -118.127923)"
1004837,05/27/2016 04:00:56 AM +0000,5/26/16,3:09 PM,Phone,Wireless (cell phone/other mobile device),Robocalls,586-200-0378,Prerecorded Voice,888-368-8411,MI,48382,"MI 48382
(42.59269, -83.499839)"
1004846,05/27/2016 04:06:57 AM +0000,5/26/16,6:34 p.m.,Phone,Wired,Telemarketing (including do not call and spoofing),888-253-5089,Abandoned Calls,,CA,95825,"CA 95825
(38.590448, -121.406127)"
1004848,05/27/2016 04:07:15 AM +0000,5/26/16,1:00 PM,Phone,Wireless (cell phone/other mobile device),Robocalls,512-717-9210,Prerecorded Voice,512-717-9210,CA,92065,"CA 92065
(33.037134, -116.855775)"
1004851,05/27/2016 04:08:39 AM +0000,5/26/16,7:51 P.M.,Phone,Wireless (cell phone/other mobile device),Robocalls,818-206-4554,Abandoned Calls,818-206-4554,PA,15218,"PA 15218
(40.425215, -79.888396)"
1004852,05/27/2016 04:09:04 AM +0000,5/25/16,7:31 PM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),,Text Message,,UT,84123,"UT 84123
(40.657651, -111.920291)"
1004853,05/27/2016 04:11:31 AM +0000,5/26/16,3:06 PM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),760-641-4203,Prerecorded Voice,,CA,92262,"CA 92262
(33.848002, -116.544736)"
